Permit_Number,CountyCode,County,Lease_Name,District,Operator_Number,Received_Date,Operator_Name,Well_Number,Total_Depth,Issue_Date,Spud_Date,Surface_Lat,Surface_Lon,BHL_Lat,BHL_Lon,first_seen
0918348,033,BORDEN,WINSTEP 31-9 B UNIT,11,385826,2026-09-01,"HIGHPEAK ENERGY HOLDINGS, LLC",A 6H,7500,2026-09-04,,32.5248538,-101.2313374,32.4818913,-101.2293584,False
0918347,033,BORDEN,WINSTEP 31-9 B UNIT,11,385826,2026-09-01,"HIGHPEAK ENERGY HOLDINGS, LLC",L 6H,7500,2026-09-04,,32.5248565,-101.2314185,32.4819267,-101.2307847,False
0918321,039,BRAZORIA,ELDER,03,149421,2026-08-31,"CHISOS, LTD.",1,4500,2026-09-04,,29.2968338,-95.7664256,29.2968338,-95.7664256,False
0918276,059,CALLAHAN,CUNNINGHAM,08,069510,2026-08-28,BIG MOUNTAIN OPERATING LLC,1,2200,2026-09-04,,32.153196,-99.210045,32.153196,-99.210045,True
0918341,103,CRANE,DAVY JONES N,10,073056,2026-09-01,"BLACKBEARD OPERATING, LLC",1,6420,2026-09-04,,31.5281957,-102.7317205,31.5281957,-102.7317205,False
0918343,103,CRANE,DAVY JONES N,10,073056,2026-09-01,"BLACKBEARD OPERATING, LLC",2,6424,2026-09-04,,31.5290474,-102.727517,31.5290474,-102.727517,False
0918345,103,CRANE,WADDELL TR 3,10,073056,2026-09-01,"BLACKBEARD OPERATING, LLC",5826H,14000,2026-09-04,,31.5714111,-102.4490333,31.5524389,-102.441725,False
0918322,103,CRANE,WADDELL TR 3,10,073056,2026-09-01,"BLACKBEARD OPERATING, LLC",6026H,14000,2026-09-04,,31.5713984,-102.4491287,31.5519339,-102.4437704,False
0918346,103,CRANE,WADDELL 13-25 6BN,10,073056,2026-09-01,"BLACKBEARD OPERATING, LLC",5427H,14000,2026-09-04,,31.5710278,-102.4530972,31.5366,-102.4421583,False
0918234,115,DAWSON,OVERTON D,11,104003,2026-08-27,"LAGUNA TEXAS RESOURCES, LLC",A 3H,8600,2026-09-04,,32.6203111,-101.9524694,32.6605528,-101.9697806,False
0918333,165,GAINES,DENVER UNIT,11,617544,2026-09-01,OCCIDENTAL PERMIAN LTD.,6548,5398,2026-09-04,,32.9475584,-102.8294889,32.9475414,-102.8291628,False
0918212,203,HARRISON,CRAWFORD OIL UNIT 1,06,097353,2026-08-26,"BROOKSTON ENERGY, INC.",3,10264,2026-09-04,,32.3581785,-94.312533,32.3581781,-94.3125327,False
