Permit_Number,CountyCode,County,Lease_Name,District,Operator_Number,Received_Date,Operator_Name,Well_Number,Total_Depth,Issue_Date,Spud_Date,Surface_Lat,Surface_Lon,BHL_Lat,BHL_Lon,first_seen
0916848,003,ANDREWS,MABEE DDA A41,10,166150,2026-07-01,COG OPERATING LLC,1005JH,12000,2026-07-29,,32.288435,-102.271984,32.2317995,-102.2524416,False
0916850,003,ANDREWS,MABEE DDA A44,10,166150,2026-07-01,COG OPERATING LLC,1006MH,12000,2026-07-29,,32.288417,-102.272045,32.2315192,-102.2535948,False
0916851,003,ANDREWS,MABEE DDA A45,10,166150,2026-07-01,COG OPERATING LLC,1006LH,12000,2026-07-29,,32.288398,-102.272106,32.2315192,-102.2535948,False
0917416,003,ANDREWS,FEE 'BV',10,263696,2026-07-23,"FASKEN OIL AND RANCH, LTD.",2707MS,8800,2026-07-29,,32.2089866,-102.3006089,32.1773732,-102.2922162,True
0917417,003,ANDREWS,FEE 'BV',10,263696,2026-07-23,"FASKEN OIL AND RANCH, LTD.",2708JM,9300,2026-07-29,,32.2090397,-102.3006256,32.1780372,-102.2893755,True
0917418,003,ANDREWS,FEE 'BV',10,263696,2026-07-23,"FASKEN OIL AND RANCH, LTD.",2709LS,9400,2026-07-29,,32.2090927,-102.3006424,32.1773732,-102.2922162,True
0917420,003,ANDREWS,FEE 'BV',10,263696,2026-07-23,"FASKEN OIL AND RANCH, LTD.",2710DN,9700,2026-07-29,,32.2091454,-102.3006591,32.1780372,-102.2893755,True
0917421,003,ANDREWS,FEE 'BV',10,263696,2026-07-23,"FASKEN OIL AND RANCH, LTD.",2711WA,9800,2026-07-29,,32.209199,-102.3006757,32.1773732,-102.2922162,True
0917422,003,ANDREWS,FEE 'BV',10,263696,2026-07-23,"FASKEN OIL AND RANCH, LTD.",2712WB,10100,2026-07-29,,32.2092521,-102.3006925,32.1780372,-102.2893755,True
0917391,013,ATASCOSA,DROP TINE 101HX,01,100351,2026-07-23,JAVELIN ENERGY PARTNERS MGMT LLC,101HX,12000,2026-07-29,,28.7220282,-98.772268,28.7058046,-98.7304462,False
0917392,013,ATASCOSA,DROP TINE 101HY,01,100351,2026-07-23,JAVELIN ENERGY PARTNERS MGMT LLC,101HY,12000,2026-07-29,,28.7219787,-98.7722432,28.7094058,-98.729476,False
0917394,013,ATASCOSA,DROP TINE 101HZ,01,100351,2026-07-23,JAVELIN ENERGY PARTNERS MGMT LLC,101HZ,12000,2026-07-29,,28.7219264,-98.7722183,28.7131333,-98.7284367,False
0917301,033,BORDEN,GRIFFIN-JBT 67-53 B UNIT,11,385826,2026-07-19,"HIGHPEAK ENERGY HOLDINGS, LLC",A 6H,7500,2026-07-29,,32.6009539,-101.2403469,32.5560871,-101.2440705,False
0917386,059,CALLAHAN,"HENDERSON, E.E. 'B'",08,927886,2026-07-23,WILSON WELL SERVICE INC.,3,400,2026-07-29,,,,,,True
0917318,123,DEWITT,RUCKMAN RANCH UNIT,02,109333,2026-07-20,BURLINGTON RESOURCES O & G CO LP,29,17500,2026-07-29,,,,,,False
0917437,135,ECTOR,SHERIFF 11-14 B,10,217012,2026-07-27,DIAMONDBACK E&P LLC,2BN,13000,2026-07-29,,,,,,False
0917361,161,FREESTONE,C. N. WILLIFORD,05,386310,2026-07-21,HILCORP ENERGY COMPANY,4,11505,2026-07-29,,,,,,False
0916119,165,GAINES,SEMINOLE SAN ANDRES UNIT,11,630591,2026-06-01,OXY USA INC.,3811H,6000,2026-07-29,,,,,,False
0917419,227,HOWARD,C CITY 20-18,10,058827,2026-07-23,BAYSWATER OPERATING COMPANY LLC,H 1WD,9200,2026-07-29,,,,,,False
0917179,245,JEFFERSON,MCFADDIN TRUST,03,101031,2026-07-12,GEPARD ENERGY INC,91ST,6500,2026-07-29,,,,,,True
0917381,301,LOVING,GOLDEN STATE 1-0-46-68 B,10,020528,2026-07-22,ANADARKO E&P ONSHORE LLC,52H,12000,2026-07-29,,,,,,False
0917382,301,LOVING,GOLDEN STATE 1-0-46-68 C,10,020528,2026-07-22,ANADARKO E&P ONSHORE LLC,61H,12000,2026-07-29,,,,,,False
