OBJECTID,id,ORGANIZATION_ID,ORGOP_LINE_ID,WELL_CLASS_TYPE_CODE,well,well_num,township,EFFECTIVE_DATE,api,OPERATION_TYPE_CODE,issue_date,spud,status,WELL_STATUS_DATE,ORIGINAL_COMPLETION_DATE,LAST_RECOMPLETION_DATE,LAST_TEST_DATE,ORPHANED_FLAG,PRODUCT_TYPE_CODE,CLASSIFICATION,UNIT_WELL_FLAG,EXEMPT_29E_FLAG,FIELD_ID,LEASE_NUM,MUD_DENSITY,USDW_VALUE,AREA_USDW_VALUE,SOURCE_AREA_USDW_VALUE,MAX_SIP,SIP_ASSIGNED_DATE,SOURCE_OF_SIP_VALUE,INJECTION_RATE,COMMENTS,LOCATION,section,MERIDIAN,range,PARISH_CODE,lat,lon,depth,LEGEND,DISTRICT_CODE,INSPECTION_DATE,INSPECTION_YEAR_INDEX,SECTION,INJECTION_VOLUME,LOG_REVIEWED_FLAG,ORPHAN_STATUS_CODE,ORPHAN_STATUS_DATE,field,operator,parish,SCOUT_WELL_STATUS_CODE,SCOUT_REPORT_DATE,SCOUT_MEASURED_DEPTH,SCOUT_TRUE_VERTICAL_DEPTH,LUW_CODE,LUW_TYPE_CODE,LUW_NAME,LW_REC_STATUS,SURFACE_LAMBERT_X,SURFACE_LAMBERT_Y,SURFACE_COORD_SYSTEM_CODE,SURFACE_ZONE,SURFACE_UTM83_X,SURFACE_UTM83_Y,UPPER_PERFS,LOWER_PERFS,SANDS,RESERVOIRS,FORMATIONS,HYPERLINK,GIS_UPD_DATE,status_desc,dirwell,SCOUT_DETAIL,MINERAL_INTEREST_FLAG,STATE_INTEREST_FLAG,DOC_ACCESS,STATE_ZONE,COASTAL_PERMIT_NUM,SE_ANNO_CAD_DATA,TRUE_VERTICAL_DEPTH,first_seen
245619,255834,E1152,1,,HA RA SUA; MCF 23&14-16-16 HC,001-ALT,16N,2026-08-31 05:00:00,17017370680000,01,2026-08-31 05:00:00,,01,2026-08-31 05:00:00,,,,,00,,,,4313,,0.0,,0.0,,,,,0.0,,"SL: 445' FSL & 2197' FEL OF SEC 23, T16N-R16W. PBHL: 100' FNL & 1626' FWL OF SEC 23, T16N-R16W.",023,W,16W,09,32.357179536,-93.973698139,35000.0,-1,,,,023,,,,,GREENWOOD-WASKOM,EXPAND OPERATING LLC,CADDO,01,2026-08-31 05:00:00,35000.0,,,,,,1545001.0,617959.0,01,N,408385.431063604,3580444.1209285,,,,,,"https://sonlite.dnr.state.la.us/ords/apex/r/sonris_pub/sonris_data_portal/well-profile?clear=CR,9000&ig[ig_master]_well_serial_num=255834",2026-09-01 09:05:15,PERMITTED,,"SL: 445' FSL & 2197' FEL OF SEC 23, T16N-R16W. PBHL: 100' FNL & 1626' FWL OF SEC 23, T16N-R16W.",,,https://sonlite.dnr.state.la.us/ords/r/sonris/ucmsearch/finddocuments?qtype=eq&idx=xwellserialnumber&val=255834,BAD,,,35000.0,False
245620,255835,E1152,1,,HA RA SUA; MCF 23&14-16-16 HC,002-ALT,16N,2026-08-31 05:00:00,17017370690000,01,2026-08-31 05:00:00,,01,2026-08-31 05:00:00,,,,,00,,,,4313,,0.0,,0.0,,,,,0.0,,"SL: 445' FSL & 2177' FEL OF SEC 23, T16N-R16W. PBHL: 100' FNL & 2259' FEL OF SEC 14, T16N-R16W.",023,W,16W,09,32.357180284,-93.973633376,35000.0,-1,,,,023,,,,,GREENWOOD-WASKOM,EXPAND OPERATING LLC,CADDO,01,2026-08-31 05:00:00,35000.0,,,,,,1545021.0,617959.0,01,N,408391.525584542,3580444.14837109,,,,,,"https://sonlite.dnr.state.la.us/ords/apex/r/sonris_pub/sonris_data_portal/well-profile?clear=CR,9000&ig[ig_master]_well_serial_num=255835",2026-09-01 09:05:15,PERMITTED,,"SL: 445' FSL & 2177' FEL OF SEC 23, T16N-R16W. PBHL: 100' FNL & 2259' FEL OF SEC 14, T16N-R16W.",,,https://sonlite.dnr.state.la.us/ords/r/sonris/ucmsearch/finddocuments?qtype=eq&idx=xwellserialnumber&val=255835,BAD,,,35000.0,False
