Permit_Number,CountyCode,County,Lease_Name,District,Operator_Number,Received_Date,Operator_Name,Well_Number,Total_Depth,Issue_Date,Spud_Date,Surface_Lat,Surface_Lon,BHL_Lat,BHL_Lon
0915290,013,ATASCOSA,MAUCH-WRIGHT HENKE SA1,01,525398,2026-07-17,MARATHON OIL EF LLC,1H,17500,2026-05-04,,28.7625269,-98.1705203,28.7377635,-98.1473289
0903768,109,CULBERSON,STREET SENSE 40 UNIT,10,103285,2026-08-18,COTERRA ENERGY OPERATING CO.,13H,12000,2024-11-04,2024-11-15,31.893669,-104.1702961,31.9240397,-104.1770993
0903769,109,CULBERSON,STREET SENSE 40 UNIT,10,103285,2026-08-18,COTERRA ENERGY OPERATING CO.,14H,12000,2024-11-04,2024-11-19,31.8936687,-104.1701673,31.9240307,-104.1727549
0903770,109,CULBERSON,STREET SENSE 40 UNIT,10,103285,2026-08-18,COTERRA ENERGY OPERATING CO.,15H,12000,2024-11-04,2024-11-23,31.8936684,-104.1700379,31.9240216,-104.1684271
0903771,109,CULBERSON,STREET SENSE 40 UNIT,10,103285,2026-08-18,COTERRA ENERGY OPERATING CO.,16H,12000,2024-11-04,2024-11-25,31.8936674,-104.1699089,31.9240122,-104.1640827
0908499,177,GONZALES,ROOSEVELT A,01,253162,2026-08-04,"EOG RESOURCES, INC.",1H,11500,2025-07-08,2025-12-27,29.391822,-97.4254871,29.3683534,-97.3888789
0908500,177,GONZALES,ROOSEVELT B,01,253162,2026-08-04,"EOG RESOURCES, INC.",2H,11500,2025-07-08,2025-12-28,29.3917928,-97.4254089,29.3694308,-97.3881615
0908501,177,GONZALES,ROOSEVELT C,01,253162,2026-08-05,"EOG RESOURCES, INC.",3H,11500,2025-07-08,2025-12-29,29.391763,-97.4253309,29.3703986,-97.3874867
0908502,177,GONZALES,ROOSEVELT D,01,253162,2026-08-05,"EOG RESOURCES, INC.",4H,11500,2025-07-08,2025-12-14,29.3917335,-97.4252533,29.3713728,-97.3867399
0908503,177,GONZALES,ROOSEVELT E,01,253162,2026-08-05,"EOG RESOURCES, INC.",5H,11500,2025-07-08,2025-12-23,29.3917042,-97.4251756,29.372108,-97.385566
0908504,177,GONZALES,ROOSEVELT F,01,253162,2026-08-05,"EOG RESOURCES, INC.",6H,11500,2025-07-08,,29.3916745,-97.4250977,29.3726881,-97.3846429
0908505,177,GONZALES,ROOSEVELT G,01,253162,2026-08-05,"EOG RESOURCES, INC.",7H,11500,2025-07-08,2025-12-24,29.3916451,-97.4250199,29.3710374,-97.3802691
0908506,177,GONZALES,ROOSEVELT H,01,253162,2026-08-05,"EOG RESOURCES, INC.",8H,11500,2025-07-08,2025-12-25,29.3916155,-97.424942,29.380972,-97.3872496
0912168,415,SCURRY,MAPACHE GRANDE 008B,11,857911,2026-06-08,"THREE SPAN OIL & GAS, INC.",1H,8000,2026-01-09,,,,,
0905138,461,UPTON,ARIA 3,09,829221,2026-07-20,SUMMIT PETROLEUM LLC,05MS,8300,2025-01-17,2025-06-13,,,,
0915114,475,WARD,DAVIS 201-200-199 UNIT,10,100852,2026-07-09,"PERMIAN RESOURCES OPERATING, LLC",331H,13000,2026-04-30,2026-05-14,,,,
0913201,479,WEBB,JUSTAPOR A,04,101155,2026-06-22,MITSUI E&P USA LLC,102H,14000,2026-02-12,,,,,
0916274,507,ZAVALA,CHITTIM HEIRS,01,073059,2026-08-12,"BLACKBRUSH O & G, LLC",405H,9800,2026-06-12,2026-06-24,,,,
