Permit_Number,CountyCode,County,Lease_Name,District,Operator_Number,Received_Date,Operator_Name,Well_Number,Total_Depth,Issue_Date,Spud_Date,Surface_Lat,Surface_Lon,BHL_Lat,BHL_Lon,first_seen
0917176,013,ATASCOSA,GAC AW,01,100797,2026-07-12,"TRAILBLAZER ENERGY RESOURCES,LLC",1H,9200,2026-07-27,,28.9177944,-98.29205,28.8965583,-98.2685583,False
0917360,161,FREESTONE,NORTHEN GAS UNIT,05,386310,2026-07-21,HILCORP ENERGY COMPANY,11,12325,2026-07-27,,31.7007754,-96.1999267,31.7007754,-96.1999267,False
0917323,163,FRIO,OPPENHEIMER C,01,728874,2026-07-20,"ROSEWOOD RESOURCES, INC.",3H,7000,2026-07-27,,28.861724,-99.274206,28.8512667,-99.2498813,False
0917429,165,GAINES,SWALLOWTAIL,11,540703,2026-07-24,"MCCLURE OIL COMPANY, INC.",6,6000,2026-07-27,,32.688695,-102.564224,32.688695,-102.564224,False
0917428,165,GAINES,SWALLOWTAIL,11,540703,2026-07-24,"MCCLURE OIL COMPANY, INC.",8,6000,2026-07-27,,32.685063,-102.5642,32.685063,-102.5642,False
0917385,165,GAINES,SEMINOLE SAN ANDRES UNIT,11,630591,2026-07-23,OXY USA INC.,2713,5800,2026-07-27,,32.78325,-102.7079139,32.7856901,-102.7063201,False
0916902,173,GLASSCOCK,APOLLO 0184CP,10,630591,2026-07-01,OXY USA INC.,2H,15000,2026-07-27,,32.0551139,-101.6512917,32.0965555,-101.6617919,False
0916685,203,HARRISON,BONNER NORTH B CV (AW),06,103925,2026-06-24,SABINE ENERGY INC.,2H,12000,2026-07-27,,,,,,False
0916687,203,HARRISON,BONNER NORTH B HS (AW),06,103925,2026-06-24,SABINE ENERGY INC.,2H,12000,2026-07-27,,,,,,False
0917427,245,JEFFERSON,GOLDEN TRIANGLE STORAGE,03,100949,2026-07-24,"GOLDEN TRIANGLE STORAGE, LLC",11,8500,2026-07-27,,,,,,False
0917244,255,KARNES,MAYER C AC,02,085408,2026-07-15,BPX OPERATING COMPANY,1H,14000,2026-07-27,,,,,,False
0917380,301,LOVING,GOLDEN STATE 1-0-46-68 A,10,020528,2026-07-22,ANADARKO E&P ONSHORE LLC,51H,12000,2026-07-27,,,,,,False
0917383,301,LOVING,GOLDEN STATE 1-0-46-68 D,10,020528,2026-07-22,ANADARKO E&P ONSHORE LLC,54H,12000,2026-07-27,,,,,,False
0916669,317,MAVERICK,STAR PARTY 253O,10,628658,2026-06-23,OVINTIV USA INC.,101HG,10500,2026-07-27,,,,,,False
0916696,317,MAVERICK,STAR PARTY 253O,10,628658,2026-06-24,OVINTIV USA INC.,102HC,10500,2026-07-27,,,,,,False
0916653,317,MAVERICK,STAR PARTY 253O,10,628658,2026-06-22,OVINTIV USA INC.,103HR,10900,2026-07-27,,,,,,False
0916701,317,MAVERICK,STAR PARTY 253OO,10,628658,2026-06-24,OVINTIV USA INC.,104HJ,10500,2026-07-27,,,,,,False
0916705,317,MAVERICK,STAR PARTY 253Q,10,628658,2026-06-24,OVINTIV USA INC.,106HC,10500,2026-07-27,,,,,,False
0916703,317,MAVERICK,STAR PARTY 253Q,10,628658,2026-06-24,OVINTIV USA INC.,107HG,10500,2026-07-27,,,,,,False
0916702,317,MAVERICK,STAR PARTY 253QQ,10,628658,2026-06-24,OVINTIV USA INC.,105HR,10900,2026-07-27,,,,,,False
0916709,317,MAVERICK,STAR PARTY 253R,10,628658,2026-06-24,OVINTIV USA INC.,108HJ,10500,2026-07-27,,,,,,False
0916711,317,MAVERICK,STAR PARTY 253R,10,628658,2026-06-24,OVINTIV USA INC.,109HC,10500,2026-07-27,,,,,,False
0916803,461,UPTON,SHAUNA-WINDHAM 42F,09,665748,2026-06-29,"PIONEER NATURAL RES. USA, INC.",206H,10931,2026-07-27,,,,,,False
0917363,469,VICTORIA,"SALINAS, J.",02,069458,2026-07-21,BIG LAKE CORPORATION,14,5000,2026-07-27,,,,,,True
0917312,495,WINKLER,LEACO 5 SWD,10,945931,2026-07-20,"XRI DISPOSAL HOLDINGS, LLC",1,7500,2026-07-27,,,,,,True
0917313,495,WINKLER,LEACO 5 SWD,10,945931,2026-07-20,"XRI DISPOSAL HOLDINGS, LLC",2,7500,2026-07-27,,,,,,True
0917314,495,WINKLER,LEACO 6 SWD,10,945931,2026-07-20,"XRI DISPOSAL HOLDINGS, LLC",3,7500,2026-07-27,,,,,,True
