Permit_Number,CountyCode,County,Lease_Name,District,Operator_Number,Received_Date,Operator_Name,Well_Number,Total_Depth,Issue_Date,Spud_Date,Surface_Lat,Surface_Lon,BHL_Lat,BHL_Lon,first_seen
0918093,009,ARCHER,ANDREWS NORTH,13,082999,2026-08-24,BORDERLINE OPERATING CORP.,2,5100,2026-08-26,,33.451497,-98.606987,33.451497,-98.606987,False
0918196,073,CHEROKEE,BLACKWELL 13,06,104718,2026-08-26,"NECHES BEND RESOURCES, LLC",1,11000,2026-08-26,,,,,,True
0918086,103,CRANE,RING WHORL SWD,10,712382,2026-08-21,"RING ENERGY, INC.",1,8200,2026-08-26,,,,,,False
0917954,123,DEWITT,STEEN-MUSSELMAN G,02,104514,2026-08-18,ENSIGN NATURAL RESOURCES II LLC,7H,23500,2026-08-26,,,,,,False
0917955,123,DEWITT,STEEN-MUSSELMAN H,02,104514,2026-08-18,ENSIGN NATURAL RESOURCES II LLC,8H,23000,2026-08-26,,,,,,False
0917490,135,ECTOR,ATHENA,10,173777,2026-07-28,"CONTINENTAL RESOURCES, INC.",1601BL,12072,2026-08-26,,,,,,False
0917491,135,ECTOR,ATHENA,10,173777,2026-07-28,"CONTINENTAL RESOURCES, INC.",1602BL,12072,2026-08-26,,,,,,False
0917492,135,ECTOR,ATHENA,10,173777,2026-07-28,"CONTINENTAL RESOURCES, INC.",1603BL,12072,2026-08-26,,,,,,False
0917493,135,ECTOR,ATHENA,10,173777,2026-07-28,"CONTINENTAL RESOURCES, INC.",1604BL,12072,2026-08-26,,,,,,False
0918057,149,FAYETTE,HOLLIDAY EF,03,743223,2026-08-21,SAGE NATURAL RESOURCES LLC,1H,10700,2026-08-26,,,,,,False
0918058,149,FAYETTE,HOLLIDAY EF,03,743223,2026-08-21,SAGE NATURAL RESOURCES LLC,2H,10700,2026-08-26,,,,,,False
0918126,207,HASKELL,GOETZ,08,923283,2026-08-24,WILCOX PETROLEUM OPERATING LLC.,1,5600,2026-08-26,,,,,,True
0918186,301,LOVING,FPW SWD,10,900327,2026-08-25,WATERBRIDGE STATELINE LLC,13,9000,2026-08-26,,,,,,False
0918185,301,LOVING,FPW SWD,10,900327,2026-08-25,WATERBRIDGE STATELINE LLC,14,9000,2026-08-26,,,,,,False
0918184,301,LOVING,FPW SWD,10,900327,2026-08-25,WATERBRIDGE STATELINE LLC,20,9000,2026-08-26,,,,,,False
0917201,329,MIDLAND,CRESPI-GOLLADAY E30H,10,665748,2026-07-13,"PIONEER NATURAL RES. USA, INC.",8H,10424,2026-08-26,,,,,,False
0918113,335,MITCHELL,CP# 26-146 CATHODIC PROTECTION,10,252017,2026-08-24,ENERGY TRANSFER COMPANY,41,600,2026-08-26,,,,,,False
0918077,389,REEVES,ARCHER 56-T2-5,10,085408,2026-08-21,BPX OPERATING COMPANY,W103HU,12418,2026-08-26,,,,,,False
0918078,389,REEVES,ARCHER 56-T2-5,10,085408,2026-08-21,BPX OPERATING COMPANY,W107HU,12418,2026-08-26,,,,,,False
0918119,389,REEVES,ARCHER 56-T2-5,10,085408,2026-08-24,BPX OPERATING COMPANY,W111HU,12418,2026-08-26,,,,,,False
0918121,389,REEVES,ARCHER 56-T2-5,10,085408,2026-08-24,BPX OPERATING COMPANY,X102HU,12418,2026-08-26,,,,,,False
0918122,389,REEVES,ARCHER 56-T2-5,10,085408,2026-08-24,BPX OPERATING COMPANY,X103HU,12418,2026-08-26,,,,,,False
0918054,389,REEVES,LONESTAR STATE,10,172232,2026-08-21,CONOCOPHILLIPS COMPANY,802H,11500,2026-08-26,,,,,,True
0918053,389,REEVES,LONESTAR STATE,10,172232,2026-08-21,CONOCOPHILLIPS COMPANY,803H,11500,2026-08-26,,,,,,True
0918052,389,REEVES,LONESTAR STATE,10,172232,2026-08-21,CONOCOPHILLIPS COMPANY,804H,11500,2026-08-26,,,,,,True
0918051,389,REEVES,LONESTAR STATE,10,172232,2026-08-21,CONOCOPHILLIPS COMPANY,805H,11500,2026-08-26,,,,,,True
0914495,389,REEVES,W STATE A,10,875462,2026-03-30,U.S. ENERGY DEVELOPMENT CORP,1TH,12000,2026-08-26,,,,,,False
0914496,389,REEVES,W STATE C,10,875462,2026-03-30,U.S. ENERGY DEVELOPMENT CORP,3SH,11000,2026-08-26,,,,,,False
0914497,389,REEVES,W STATE D,10,875462,2026-03-30,U.S. ENERGY DEVELOPMENT CORP,4TH,11000,2026-08-26,,,,,,False
0917567,475,WARD,"EDWARDS, JACK -J-",10,666430,2026-07-31,PITTS ENERGY CO.,2,5400,2026-08-26,,,,,,False
