Permit_Number,CountyCode,County,Lease_Name,District,Operator_Number,Received_Date,Operator_Name,Well_Number,Total_Depth,Issue_Date,Spud_Date,Surface_Lat,Surface_Lon,BHL_Lat,BHL_Lon
0909723,203,HARRISON,OAKMONT-SAWGRASS 1 (AW),06,704776,2026-07-20,"RFE OPERATING, LLC",1H,10900,2025-08-12,2025-09-14,,,,
0916340,329,MIDLAND,BULLDOG B,10,655805,2026-07-06,"PERMIAN DEEP ROCK OIL CO., LLC",H135NB,12000,2026-06-24,2026-07-11,,,,
