Permit_Number,CountyCode,County,Lease_Name,District,Operator_Number,Received_Date,Operator_Name,Well_Number,Total_Depth,Issue_Date,Spud_Date,Surface_Lat,Surface_Lon,BHL_Lat,BHL_Lon,first_seen
0917971,003,ANDREWS,FULLERTON CLEARFORK UNIT,10,386310,2026-08-18,HILCORP ENERGY COMPANY,6734,7166,2026-08-21,,32.4355776,-102.7915777,32.4355776,-102.7915777,False
0917967,103,CRANE,UL SIDE CAR 22303 G 27-22,10,041867,2026-08-18,"BTA OIL PRODUCERS, LLC",1H,10400,2026-08-21,,,,,,False
0917975,103,CRANE,UL SIDE CAR 22303 H 27-22,10,041867,2026-08-18,"BTA OIL PRODUCERS, LLC",2H,10400,2026-08-21,,,,,,False
0917984,105,CROCKETT,"HATTON, E.H. ESTATE '14'",09,760218,2026-08-18,SCOUT ENERGY MANAGEMENT LLC,4,7450,2026-08-21,,,,,,False
0917884,115,DAWSON,KATHERINE H,11,101969,2026-08-13,"HIBERNIA RESOURCES IV, LLC",8H,9000,2026-08-21,,,,,,True
0917953,123,DEWITT,STEEN-MUSSELMAN F,02,104514,2026-08-18,ENSIGN NATURAL RESOURCES II LLC,6H,23500,2026-08-21,,,,,,True
0917952,123,DEWITT,STEEN-STEEN E,02,104514,2026-08-18,ENSIGN NATURAL RESOURCES II LLC,5H,23500,2026-08-21,,,,,,True
0917979,127,DIMMIT,ROGERS DENTONIO 27U 104HA,01,100351,2026-08-18,JAVELIN ENERGY PARTNERS MGMT LLC,104HA,12000,2026-08-21,,,,,,False
0917980,127,DIMMIT,ROGERS DENTONIO 27U 104HB,01,100351,2026-08-18,JAVELIN ENERGY PARTNERS MGMT LLC,104HB,12000,2026-08-21,,,,,,False
0917981,127,DIMMIT,ROGERS DENTONIO 27U 104HC,01,100351,2026-08-18,JAVELIN ENERGY PARTNERS MGMT LLC,104HC,12000,2026-08-21,,,,,,False
0917985,161,FREESTONE,COLEMAN GAS UNIT,05,386310,2026-08-18,HILCORP ENERGY COMPANY,3,10938,2026-08-21,,,,,,False
0917966,161,FREESTONE,DAUGHERTY GAS UNIT,05,386310,2026-08-18,HILCORP ENERGY COMPANY,1,12065,2026-08-21,,,,,,False
0917992,165,GAINES,SEMINOLE SAN ANDRES UNIT,11,630591,2026-08-19,OXY USA INC.,3504,5800,2026-08-21,,,,,,False
0917959,189,HALE,ANTON-IRISH CLEARFORK UNIT,11,617544,2026-08-18,OCCIDENTAL PERMIAN LTD.,283,6000,2026-08-21,,,,,,False
0917927,287,LEE,LAGUNA B,03,923444,2026-08-17,WILDFIRE ENERGY OPERATING LLC,2HE,8000,2026-08-21,,,,,,False
0917112,329,MIDLAND,RIVERCREST 2-11 D,10,217012,2026-07-09,DIAMONDBACK E&P LLC,2WB,12500,2026-08-21,,,,,,False
0917911,337,MONTAGUE,HARDY,13,850964,2026-08-14,"TEXXOL OPERATING COMPANY, INC.",1,7000,2026-08-21,,,,,,True
0917962,347,NACOGDOCHES,SUN DANCER,06,801643,2026-08-18,SONERRA RESOURCES CORPORATION,1,10018,2026-08-21,,,,,,True
0918007,389,REEVES,BCA UNIT,10,104430,2026-08-19,PERUN ENERGY LLC,5H,11500,2026-08-21,,,,,,False
0918009,389,REEVES,BCA UNIT,10,104430,2026-08-19,PERUN ENERGY LLC,6H,11500,2026-08-21,,,,,,False
0918018,389,REEVES,BCA UNIT,10,104430,2026-08-19,PERUN ENERGY LLC,7H,11500,2026-08-21,,,,,,False
0917969,389,REEVES,BABOON E14,10,101377,2026-08-18,"VTX ENERGY OPERATING, LLC",14H,13000,2026-08-21,,,,,,False
0917972,389,REEVES,BABOON E22,10,101377,2026-08-18,"VTX ENERGY OPERATING, LLC",22H,13000,2026-08-21,,,,,,False
0917968,389,REEVES,BABOON E23,10,101377,2026-08-18,"VTX ENERGY OPERATING, LLC",23H,13000,2026-08-21,,,,,,False
0917974,389,REEVES,BABOON W11,10,101377,2026-08-18,"VTX ENERGY OPERATING, LLC",11H,13000,2026-08-21,,,,,,False
0917977,389,REEVES,BABOON W12,10,101377,2026-08-18,"VTX ENERGY OPERATING, LLC",12H,13000,2026-08-21,,,,,,False
0917973,389,REEVES,BABOON W13,10,101377,2026-08-18,"VTX ENERGY OPERATING, LLC",13H,13000,2026-08-21,,,,,,False
0917964,389,REEVES,PANTHER 23 UNIT,10,101377,2026-08-18,"VTX ENERGY OPERATING, LLC",15H,13000,2026-08-21,,,,,,False
0917965,389,REEVES,PANTHER 23 UNIT,10,101377,2026-08-18,"VTX ENERGY OPERATING, LLC",21H,13000,2026-08-21,,,,,,False
0917978,395,ROBERTSON,WHEELER ECW,05,170038,2026-08-18,"COMSTOCK OIL & GAS, LLC",1H,30000,2026-08-21,,,,,,False
0917799,475,WARD,VULCAN SECTION 2 UNIT,10,552167,2026-08-11,"MCM OPERATING, LLC",402H,11000,2026-08-21,,,,,,False
