Permit_Number,CountyCode,County,Lease_Name,District,Operator_Number,Received_Date,Operator_Name,Well_Number,Total_Depth,Issue_Date,Spud_Date,Surface_Lat,Surface_Lon,BHL_Lat,BHL_Lon,first_seen
0918006,001,ANDERSON,MAY WX,06,878962,2026-08-19,"UPSTREAM RESOURCE PARTNERS, LLC",1,2000,2026-08-24,,31.6444257,-95.5156248,31.6444257,-95.5156248,True
0917866,241,JASPER,JOHNSON,03,206081,2026-08-12,DAVIS SOUTHERN OPERATING CO LLC,7,8725,2026-08-24,,30.4733719,-94.0893238,30.481375,-94.0947833,False
0917945,301,LOVING,CYCLONE 54-2 STATE UNIT,10,646827,2026-08-18,PDEH LLC,2241H,10800,2026-08-24,,31.8267083,-103.6405472,31.8540056,-103.6409222,False
0917946,301,LOVING,CYCLONE 54-2 STATE UNIT,10,646827,2026-08-18,PDEH LLC,2242H,10800,2026-08-24,,31.8267083,-103.6404833,31.854,-103.6362611,False
0917326,329,MIDLAND,ODANIEL-FLOYD 1E,10,665748,2026-07-20,"PIONEER NATURAL RES. USA, INC.",105H,10349,2026-08-24,,31.947176,-101.8437939,31.9059965,-101.8325252,False
0917329,329,MIDLAND,ODANIEL-FLOYD 60B,10,665748,2026-07-20,"PIONEER NATURAL RES. USA, INC.",102H,10349,2026-08-24,,31.9510845,-101.8479569,31.9054143,-101.8350689,False
0917798,359,OLDHAM,W. RIFT,14,033228,2026-08-11,"ARROW OIL & GAS, LLC",2,3999,2026-08-24,,35.4294553,-102.3721841,35.4294553,-102.3721841,False
0917606,389,REEVES,STATE BLACK DIAMOND UNIT,10,103285,2026-08-03,COTERRA ENERGY OPERATING CO.,4H,11000,2026-08-24,,31.6619817,-103.7378987,31.6582483,-103.7368053,False
0917608,389,REEVES,STATE BLACK DIAMOND UNIT,10,103285,2026-08-03,COTERRA ENERGY OPERATING CO.,6H,11000,2026-08-24,,31.6612047,-103.7372907,31.656056,-103.7350877,False
0917611,389,REEVES,STATE BLACK DIAMOND UNIT,10,103285,2026-08-03,COTERRA ENERGY OPERATING CO.,7H,11000,2026-08-24,,31.6611596,-103.7372555,31.6548228,-103.7341216,False
0914501,389,REEVES,W STATE B,10,875462,2026-03-30,U.S. ENERGY DEVELOPMENT CORP,2BH,11000,2026-08-24,,31.320304,-103.3251357,31.3144097,-103.3283595,False
0917077,461,UPTON,CONNELL 3847 A,09,027200,2026-07-08,APACHE CORPORATION,1JM,8500,2026-08-24,,,,,,False
0917081,461,UPTON,CONNELL 3847 D,09,027200,2026-07-08,APACHE CORPORATION,5JM,8500,2026-08-24,,,,,,False
0917131,461,UPTON,CONNELL 3847 F,09,027200,2026-07-09,APACHE CORPORATION,8JM,8500,2026-08-24,,,,,,False
0917134,461,UPTON,CONNELL 3847 I,09,027200,2026-07-09,APACHE CORPORATION,11JM,8500,2026-08-24,,,,,,False
0917938,485,WICHITA,THROCKMORTON,13,101771,2026-08-17,"KODIAK OIL & GAS, INC.",1,4600,2026-08-24,,,,,,True
0918000,503,YOUNG,LOVING RANCH,13,082999,2026-08-19,BORDERLINE OPERATING CORP.,11,5200,2026-08-24,,,,,,False
