OBJECTID,id,ORGANIZATION_ID,ORGOP_LINE_ID,WELL_CLASS_TYPE_CODE,well,well_num,township,EFFECTIVE_DATE,api,OPERATION_TYPE_CODE,issue_date,spud,status,WELL_STATUS_DATE,ORIGINAL_COMPLETION_DATE,LAST_RECOMPLETION_DATE,LAST_TEST_DATE,ORPHANED_FLAG,PRODUCT_TYPE_CODE,CLASSIFICATION,UNIT_WELL_FLAG,EXEMPT_29E_FLAG,FIELD_ID,LEASE_NUM,MUD_DENSITY,USDW_VALUE,AREA_USDW_VALUE,SOURCE_AREA_USDW_VALUE,MAX_SIP,SIP_ASSIGNED_DATE,SOURCE_OF_SIP_VALUE,INJECTION_RATE,COMMENTS,LOCATION,section,MERIDIAN,range,PARISH_CODE,lat,lon,depth,LEGEND,DISTRICT_CODE,INSPECTION_DATE,INSPECTION_YEAR_INDEX,SECTION,INJECTION_VOLUME,LOG_REVIEWED_FLAG,ORPHAN_STATUS_CODE,ORPHAN_STATUS_DATE,field,operator,parish,SCOUT_WELL_STATUS_CODE,SCOUT_REPORT_DATE,SCOUT_MEASURED_DEPTH,SCOUT_TRUE_VERTICAL_DEPTH,LUW_CODE,LUW_TYPE_CODE,LUW_NAME,LW_REC_STATUS,SURFACE_LAMBERT_X,SURFACE_LAMBERT_Y,SURFACE_COORD_SYSTEM_CODE,SURFACE_ZONE,SURFACE_UTM83_X,SURFACE_UTM83_Y,UPPER_PERFS,LOWER_PERFS,SANDS,RESERVOIRS,FORMATIONS,HYPERLINK,GIS_UPD_DATE,status_desc,dirwell,SCOUT_DETAIL,MINERAL_INTEREST_FLAG,STATE_INTEREST_FLAG,DOC_ACCESS,STATE_ZONE,COASTAL_PERMIT_NUM,SE_ANNO_CAD_DATA,TRUE_VERTICAL_DEPTH,first_seen
244886,255821,D188,1,,DELHI HOLT BRYANT SU; DELHI HT,042-1,17N,2026-08-19 05:00:00,17083000670000,01,2026-08-19 05:00:00,,01,2026-08-19 05:00:00,,,,,00,,,,3294,,0.0,,0.0,,,,,0.0,,1538' FNL AND 1191' EAST OF SW CORNER OF S018-T17N-10W. REDRILL OF SN 037627. PNA EXPIRED.,018,W,10E,42,32.454003471,-91.488497144,3340.0,01,,,,018,,,,,DELHI,"DENBURY ONSHORE, LLC",RICHLAND,01,2026-08-19 05:00:00,3340.0,,,,,,2312057.0,651546.0,01,N,642068.5924372249,3591766.09794918,,,,,,"https://sonlite.dnr.state.la.us/ords/apex/r/sonris_pub/sonris_data_portal/well-profile?clear=CR,9000&ig[ig_master]_well_serial_num=255821",2026-08-20 09:05:17,PERMITTED,,1538' FNL AND 1191' EAST OF SW CORNER OF S018-T17N-10W. REDRILL OF SN 037627. PNA EXPIRED.,,,https://sonlite.dnr.state.la.us/ords/r/sonris/ucmsearch/finddocuments?qtype=eq&idx=xwellserialnumber&val=255821,BAD,,,3340.0,False
244888,255822,D188,1,,DELHI HOLT BRYANT SU; DELHI UT,035-1,17N,2026-08-19 05:00:00,17083000730000,01,2026-08-19 05:00:00,,01,2026-08-19 05:00:00,,,,,00,,,,3294,,0.0,,0.0,,,,,0.0,,"601' FNL AND 3266' FEL OF SW CORNER OF SEC 18,T-17N,R-10E. REDRILL OF 032011. EXPIRED PNA.",018,W,10E,42,32.451374677,-91.481802347,3380.0,01,,,,018,,,,,DELHI,"DENBURY ONSHORE, LLC",RICHLAND,01,2026-08-19 05:00:00,3380.0,,,,,,2314131.0,650609.0,01,N,642702.054945811,3591483.58214064,,,,,,"https://sonlite.dnr.state.la.us/ords/apex/r/sonris_pub/sonris_data_portal/well-profile?clear=CR,9000&ig[ig_master]_well_serial_num=255822",2026-08-20 09:05:17,PERMITTED,,"601' FNL AND 3266' FEL OF SW CORNER OF SEC 18,T-17N,R-10E. REDRILL OF 032011. EXPIRED PNA.",,,https://sonlite.dnr.state.la.us/ords/r/sonris/ucmsearch/finddocuments?qtype=eq&idx=xwellserialnumber&val=255822,BAD,,,3380.0,False
