Permit_Number,CountyCode,County,Lease_Name,District,Operator_Number,Received_Date,Operator_Name,Well_Number,Total_Depth,Issue_Date,Spud_Date,Surface_Lat,Surface_Lon,BHL_Lat,BHL_Lon
0912376,389,REEVES,HIGHWAY 22506 A 1-7-10,10,041867,2026-07-23,"BTA OIL PRODUCERS, LLC",01H,11711,2026-01-14,2026-02-20,,,,
0912401,389,REEVES,HIGHWAY 22506 B 1-7-10,10,041867,2026-07-23,"BTA OIL PRODUCERS, LLC",02H,11850,2026-01-14,2026-02-20,,,,
0906100,389,REEVES,TELLURIDE STATE 29-32 UNIT L,10,103285,2026-08-20,COTERRA ENERGY OPERATING CO.,12H,11000,2025-02-24,,,,,
0915444,389,REEVES,BIG WHISKEY STATE A,10,100852,2026-07-22,"PERMIAN RESOURCES OPERATING, LLC",332H,13000,2026-05-18,2026-07-06,,,,
0915421,389,REEVES,BLANTONS 20-23E UNIT,10,100852,2026-07-22,"PERMIAN RESOURCES OPERATING, LLC",313H,13000,2026-05-14,2026-05-19,,,,
0915422,389,REEVES,BLANTONS 20-23E UNIT,10,100852,2026-07-22,"PERMIAN RESOURCES OPERATING, LLC",334H,13000,2026-05-12,2026-05-20,,,,
0915419,389,REEVES,BLANTONS 20-23E UNIT,10,100852,2026-07-22,"PERMIAN RESOURCES OPERATING, LLC",402H,13000,2026-05-12,2026-05-19,,,,
0915618,389,REEVES,BUFFALO TRACE STATE 22-21 UNIT,10,100852,2026-07-22,"PERMIAN RESOURCES OPERATING, LLC",311H,13000,2026-05-19,2026-05-31,,,,
0915619,389,REEVES,BUFFALO TRACE STATE 22-21 UNIT,10,100852,2026-07-22,"PERMIAN RESOURCES OPERATING, LLC",331H,13000,2026-05-19,2026-05-30,,,,
0915441,389,REEVES,PAPPY VAN WINKLE STATE 20-23,10,100852,2026-07-22,"PERMIAN RESOURCES OPERATING, LLC",312H,13000,2026-05-14,2026-07-05,,,,
0915442,389,REEVES,PAPPY VAN WINKLE STATE 20-23,10,100852,2026-07-22,"PERMIAN RESOURCES OPERATING, LLC",333H,13000,2026-05-14,,,,,
0915443,389,REEVES,PAPPY VAN WINKLE STATE 20-23,10,100852,2026-07-22,"PERMIAN RESOURCES OPERATING, LLC",401H,13000,2026-05-14,2026-05-18,,,,
0916201,391,REFUGIO,ROOKE. B.D.,02,103756,2026-08-14,"RISING STAR ENERGY PARTNERS II,",6903P,7300,2026-06-05,,,,,
