Permit_Number,CountyCode,County,Lease_Name,District,Operator_Number,Received_Date,Operator_Name,Well_Number,Total_Depth,Issue_Date,Spud_Date,Surface_Lat,Surface_Lon,BHL_Lat,BHL_Lon
0916593,103,CRANE,"LEA, P.J. ET AL",10,712382,2026-07-16,"RING ENERGY, INC.",4023MH,4000,2026-06-24,2026-07-08,,,,
0916592,103,CRANE,"LEA, P.J. ET AL",10,712382,2026-07-16,"RING ENERGY, INC.",4024TH,5025,2026-06-24,2026-07-07,,,,
0915166,203,HARRISON,THUNDER VALLEY 2 (AW),06,704776,2026-07-15,"RFE OPERATING, LLC",2H,10255,2026-05-07,,32.519185,-94.457857,32.4870769,-94.4569089
0915165,203,HARRISON,THUNDER VALLEY 8 (AW),06,704776,2026-07-15,"RFE OPERATING, LLC",8H,11525,2026-05-06,,32.519075,-94.457868,32.4870769,-94.4569089
0914729,227,HOWARD,ZISSOU 32-41 A,10,788997,2026-07-13,SM ENERGY COMPANY,3245WA,9500,2026-04-20,2026-06-23,,,,
0915981,329,MIDLAND,BOB,10,027200,2026-08-05,APACHE CORPORATION,3HM,12000,2026-06-25,,,,,
0916007,329,MIDLAND,BOB,10,027200,2026-08-05,APACHE CORPORATION,9HJ,12000,2026-06-26,,,,,
0915985,329,MIDLAND,BOB,10,027200,2026-08-05,APACHE CORPORATION,U 6HS,12000,2026-06-25,,,,,
0829893,329,MIDLAND,MIDLAND 'AC/AF' FEE 6B,10,148113,2026-06-25,CHEVRON U. S. A. INC.,0171LS,9600,2017-08-18,2017-10-29,,,,
0914591,329,MIDLAND,FOSTER 1201C,10,173777,2026-07-17,"CONTINENTAL RESOURCES, INC.",03H,12422,2026-04-08,2026-06-17,31.917757,-102.241826,31.943929,-102.2498008
0914592,329,MIDLAND,FOSTER 1201D,10,173777,2026-07-17,"CONTINENTAL RESOURCES, INC.",04H,12422,2026-04-08,2026-06-18,31.917836,-102.241853,31.94507,-102.2451322
0909879,329,MIDLAND,PEGGY 20-17 C,10,217012,2026-08-11,DIAMONDBACK E&P LLC,3WD,12500,2025-09-15,2025-09-20,,,,
0909880,329,MIDLAND,PEGGY 20-8 A,10,217012,2026-08-11,DIAMONDBACK E&P LLC,1WD,12500,2025-12-29,2026-02-10,,,,
0909878,329,MIDLAND,PEGGY 20-8 B,10,217012,2026-08-11,DIAMONDBACK E&P LLC,2WD,12500,2025-08-20,2025-09-19,,,,
0909881,329,MIDLAND,PEGGY 20-8 D,10,217012,2026-08-11,DIAMONDBACK E&P LLC,4WD,12500,2025-12-29,2026-02-11,,,,
