Permit_Number,CountyCode,County,Lease_Name,District,Operator_Number,Received_Date,Operator_Name,Well_Number,Total_Depth,Issue_Date,Spud_Date,Surface_Lat,Surface_Lon,BHL_Lat,BHL_Lon,first_seen
0916917,003,ANDREWS,MABEE DDA A65,10,166150,2026-07-02,COG OPERATING LLC,209LH,12000,2026-07-31,,32.286129,-102.275902,32.3154279,-102.2852823,False
0916921,003,ANDREWS,MABEE DDA A66,10,166150,2026-07-02,COG OPERATING LLC,209BH,12000,2026-07-31,,32.286114,-102.275964,32.3154204,-102.2853135,False
0916924,003,ANDREWS,MABEE DDA A67,10,166150,2026-07-02,COG OPERATING LLC,210JH,12000,2026-07-31,,32.2861,-102.276027,32.3151954,-102.2862497,False
0917466,003,ANDREWS,UNIMAK B,10,166150,2026-07-28,COG OPERATING LLC,3709JH,10800,2026-07-31,,32.4099167,-102.4025472,32.3812351,-102.3944983,False
0917465,003,ANDREWS,UNIMAK D,10,166150,2026-07-28,COG OPERATING LLC,3712JH,10800,2026-07-31,,32.4100222,-102.4025806,32.3802857,-102.3986251,False
0917451,013,ATASCOSA,WEST LAKE,01,253162,2026-07-28,"EOG RESOURCES, INC.",1H,11000,2026-07-31,,28.768136,-98.3807653,28.7254298,-98.353847,False
0917452,013,ATASCOSA,WEST LAKE,01,253162,2026-07-28,"EOG RESOURCES, INC.",2H,11000,2026-07-31,,28.7681806,-98.380698,28.7264524,-98.3524952,False
0917453,013,ATASCOSA,WEST LAKE,01,253162,2026-07-28,"EOG RESOURCES, INC.",3H,11000,2026-07-31,,28.7682254,-98.3806306,28.7274766,-98.351141,False
0917455,013,ATASCOSA,WEST LAKE,01,253162,2026-07-28,"EOG RESOURCES, INC.",4H,11000,2026-07-31,,28.7682701,-98.3805634,28.7285004,-98.3497874,False
0917457,013,ATASCOSA,WEST LAKE,01,253162,2026-07-28,"EOG RESOURCES, INC.",5H,11000,2026-07-31,,28.7683149,-98.3804962,28.7295234,-98.3484348,False
0917459,013,ATASCOSA,WEST LAKE,01,253162,2026-07-28,"EOG RESOURCES, INC.",6H,11000,2026-07-31,,28.7683597,-98.380429,28.7305442,-98.3470851,False
0917463,013,ATASCOSA,WEST LAKE,01,253162,2026-07-28,"EOG RESOURCES, INC.",7H,11000,2026-07-31,,28.7684045,-98.3803617,28.7315659,-98.3457341,False
0917464,013,ATASCOSA,WEST LAKE,01,253162,2026-07-28,"EOG RESOURCES, INC.",8H,11000,2026-07-31,,28.7684491,-98.3802945,28.7325848,-98.3443869,False
0917389,013,ATASCOSA,DROP TINE 101HA,01,100351,2026-07-23,JAVELIN ENERGY PARTNERS MGMT LLC,101HA,12000,2026-07-31,,28.7221301,-98.7723146,28.7534554,-98.8090945,False
0917390,013,ATASCOSA,DROP TINE 101HB,01,100351,2026-07-23,JAVELIN ENERGY PARTNERS MGMT LLC,101HB,12000,2026-07-31,,28.7220805,-98.7722898,28.7541965,-98.8061626,False
0917510,117,DEAF SMITH,ALPHA,14,103816,2026-07-29,"NORTH TEXAS CARBON, LLC",3,10000,2026-07-31,,,,,,False
0917037,177,GONZALES,SARLACC A,01,103899,2026-07-08,"FW EAGLE FORD I, LLC",1H,14500,2026-07-31,,,,,,False
0917358,225,HOUSTON,SHELLY D,06,100365,2026-07-21,EMPIRE TEXAS OPERATING LLC,1,11528,2026-07-31,,,,,,False
0917475,237,JACK,SUTTON,13,257610,2026-07-28,"FX ENERGY OPERATING, LLC",1,5600,2026-07-31,,,,,,True
0917520,273,KLEBERG,WELCH,04,153471,2026-07-29,"CIMARRON ENGINEERING, LLC",1,7200,2026-07-31,,,,,,True
0917469,289,LEON,HOLT MH C,05,170038,2026-07-28,"COMSTOCK OIL & GAS, LLC",3H,30000,2026-07-31,,,,,,False
0917468,289,LEON,HOLT MHP B,05,170038,2026-07-28,"COMSTOCK OIL & GAS, LLC",2H,30000,2026-07-31,,,,,,False
0917450,297,LIVE OAK,"TAYLOR FARMS, INC.",02,109333,2026-07-28,BURLINGTON RESOURCES O & G CO LP,18,17500,2026-07-31,,,,,,False
0917454,297,LIVE OAK,"TAYLOR FARMS, INC.",02,109333,2026-07-28,BURLINGTON RESOURCES O & G CO LP,23,17500,2026-07-31,,,,,,False
0916822,329,MIDLAND,RIVERCREST 47-11 E,10,217012,2026-06-30,DIAMONDBACK E&P LLC,4WB,12500,2026-07-31,,,,,,False
0916824,329,MIDLAND,RIVERCREST 47-11 G,10,217012,2026-06-30,DIAMONDBACK E&P LLC,5JM,12500,2026-07-31,,,,,,False
0916825,329,MIDLAND,RIVERCREST 47-11 G,10,217012,2026-06-30,DIAMONDBACK E&P LLC,5WA,12500,2026-07-31,,,,,,False
0917425,389,REEVES,STATE HIPPO E12,10,101377,2026-07-24,"VTX ENERGY OPERATING, LLC",12H,13000,2026-07-31,,,,,,False
0916804,461,UPTON,SHAUNA-WINDHAM 42G,09,665748,2026-06-29,"PIONEER NATURAL RES. USA, INC.",207H,10931,2026-07-31,,,,,,False
0917228,479,WEBB,LA MESA SA C,04,499978,2026-07-15,"LEWIS PETRO PROPERTIES, INC.",500H,12000,2026-07-31,,,,,,False
0917481,495,WINKLER,"BAIRD, W. E.",10,054430,2026-07-28,"BASIN OIL & GAS OPERATING, LLC",1211,6700,2026-07-31,,,,,,False
0917483,495,WINKLER,"BAIRD, W. E.",10,054430,2026-07-28,"BASIN OIL & GAS OPERATING, LLC",1937,6700,2026-07-31,,,,,,False
0917473,495,WINKLER,DANDY DON 28/16 B,10,562560,2026-07-28,MEWBOURNE OIL COMPANY,F101OJ,16103,2026-07-31,,,,,,False
0917470,495,WINKLER,ELEANOR 50/49 D,10,562560,2026-07-28,MEWBOURNE OIL COMPANY,F101DM,16413,2026-07-31,,,,,,False
0917471,495,WINKLER,TOO TALL 27/22 D,10,562560,2026-07-28,MEWBOURNE OIL COMPANY,F101MD,15923,2026-07-31,,,,,,False
0917489,503,YOUNG,C.R. PERRY,13,014804,2026-07-28,"B.O.L.D. OIL AND GAS, LLC",2R,1200,2026-07-31,,,,,,False
