Permit_Number,CountyCode,County,Lease_Name,District,Operator_Number,Received_Date,Operator_Name,Well_Number,Total_Depth,Issue_Date,Spud_Date,Surface_Lat,Surface_Lon,BHL_Lat,BHL_Lon,first_seen
0917366,033,BORDEN,CRAZY HORSE 24-12,11,760725,2026-07-22,"SURGE OPERATING, LLC",3JH,9000,2026-07-24,,32.679983,-101.414342,32.72059,-101.429951,False
0917367,033,BORDEN,CRAZY HORSE 24-12,11,760725,2026-07-22,"SURGE OPERATING, LLC",4MH,9000,2026-07-24,,32.680001,-101.414264,32.721451,-101.426184,False
0917270,067,CASS,JUNIPER,06,148113,2026-07-16,CHEVRON U. S. A. INC.,1,12000,2026-07-23,,33.2393246,-94.1383616,33.2393246,-94.1383616,False
0917316,123,DEWITT,RUCKMAN RANCH UNIT,02,109333,2026-07-20,BURLINGTON RESOURCES O & G CO LP,27,17500,2026-07-23,,28.9973195,-97.7400167,28.9944778,-97.7358152,False
0917317,123,DEWITT,RUCKMAN RANCH UNIT,02,109333,2026-07-20,BURLINGTON RESOURCES O & G CO LP,28,17500,2026-07-23,,28.9973361,-97.7396417,28.9919188,-97.7199044,False
0917319,123,DEWITT,RUCKMAN RANCH UNIT,02,109333,2026-07-20,BURLINGTON RESOURCES O & G CO LP,41,17500,2026-07-23,,28.9973227,-97.7399536,29.0098859,-97.7523404,False
0917322,123,DEWITT,RUCKMAN RANCH UNIT,02,109333,2026-07-20,BURLINGTON RESOURCES O & G CO LP,43,17500,2026-07-23,,28.997325,-97.7398917,29.0108019,-97.7523449,False
0917325,123,DEWITT,RUCKMAN RANCH UNIT,02,109333,2026-07-20,BURLINGTON RESOURCES O & G CO LP,45,17500,2026-07-24,,28.9973319,-97.7397658,29.011792,-97.7523297,False
0917328,123,DEWITT,RUCKMAN RANCH UNIT,02,109333,2026-07-20,BURLINGTON RESOURCES O & G CO LP,46,17500,2026-07-24,,28.9973341,-97.7397032,29.0127491,-97.7523213,False
0917165,149,FAYETTE,CYCLONE EIGHT,03,521544,2026-07-10,MAGNOLIA OIL & GAS OPERATING LLC,H 08CC,12000,2026-07-24,,30.1459897,-96.7278698,30.1267928,-96.7153531,False
0917164,149,FAYETTE,CYCLONE SIX,03,521544,2026-07-10,MAGNOLIA OIL & GAS OPERATING LLC,H 06CC,12000,2026-07-23,,30.1460182,-96.7279041,30.1264492,-96.7178321,False
0917166,149,FAYETTE,CYCLONE TEN,03,521544,2026-07-10,MAGNOLIA OIL & GAS OPERATING LLC,H 10CC,12000,2026-07-24,,30.1459613,-96.7278354,30.1270789,-96.7126875,False
0917167,149,FAYETTE,CYCLONE TWELVE,03,521544,2026-07-10,MAGNOLIA OIL & GAS OPERATING LLC,H 12CC,12000,2026-07-24,,30.145933,-96.7278011,30.1274742,-96.7101322,False
0917162,149,FAYETTE,CYCLONE TWO,03,521544,2026-07-10,MAGNOLIA OIL & GAS OPERATING LLC,H 02CC,12000,2026-07-23,,30.1460752,-96.7279727,30.1339814,-96.7269739,False
0917240,255,KARNES,MAYER C,02,085408,2026-07-15,BPX OPERATING COMPANY,8H,14000,2026-07-23,,,,,,False
0917245,255,KARNES,MAYER C AC,02,085408,2026-07-15,BPX OPERATING COMPANY,2H,14000,2026-07-23,,,,,,False
0917246,255,KARNES,MAYER C AC,02,085408,2026-07-15,BPX OPERATING COMPANY,3H,14000,2026-07-24,,,,,,False
0916893,263,KENT,BEADLE,11,744095,2026-07-01,"SALIDA EXPLORATION, LLC",1A,5000,2026-07-23,,,,,,True
0917344,297,LIVE OAK,F MALEK L-1893-KOER SA A,02,109333,2026-07-21,BURLINGTON RESOURCES O & G CO LP,1,17500,2026-07-24,,,,,,False
0917350,297,LIVE OAK,F MALEK L-1893-KOER SA C,02,109333,2026-07-21,BURLINGTON RESOURCES O & G CO LP,1,17500,2026-07-24,,,,,,False
0917373,301,LOVING,THRESHER 54-1-17,10,020528,2026-07-22,ANADARKO E&P ONSHORE LLC,11U,13000,2026-07-24,,,,,,False
0917375,301,LOVING,THRESHER 54-1-17,10,020528,2026-07-22,ANADARKO E&P ONSHORE LLC,12U,13000,2026-07-24,,,,,,False
0917378,301,LOVING,THRESHER 54-1-17,10,020528,2026-07-22,ANADARKO E&P ONSHORE LLC,13U,13000,2026-07-24,,,,,,False
0917372,301,LOVING,THRESHER 54-1-17,10,020528,2026-07-22,ANADARKO E&P ONSHORE LLC,21U,13000,2026-07-24,,,,,,False
0917377,301,LOVING,THRESHER 54-1-17,10,020528,2026-07-22,ANADARKO E&P ONSHORE LLC,22U,13000,2026-07-24,,,,,,False
0917379,301,LOVING,THRESHER 54-1-17,10,020528,2026-07-22,ANADARKO E&P ONSHORE LLC,201U,13000,2026-07-24,,,,,,False
0917248,353,NOLAN,CP #26-136 CATHODIC PROTECTION,08,252017,2026-07-16,ENERGY TRANSFER COMPANY,39,600,2026-07-24,,,,,,True
0917052,365,PANOLA,WERNER J 'A',06,103297,2026-07-08,AGIS ENERGY LLC,1H,9395,2026-07-24,,,,,,True
0917055,365,PANOLA,WERNER J 'B',06,103297,2026-07-08,AGIS ENERGY LLC,2H,9395,2026-07-24,,,,,,True
0916555,383,REAGAN,BB EAST M 1210-1209,09,102879,2026-06-17,"DE CENTRAL OPERATING, LLC",4313H,10605,2026-07-24,,,,,,False
0916557,383,REAGAN,BB EAST O 1210-1209,09,102879,2026-06-17,"DE CENTRAL OPERATING, LLC",4215H,10605,2026-07-24,,,,,,False
0916556,383,REAGAN,BB EAST O 1210-1209,09,102879,2026-06-17,"DE CENTRAL OPERATING, LLC",4415H,10605,2026-07-24,,,,,,False
0916551,383,REAGAN,BB EAST UL I 1210-30,09,102879,2026-06-17,"DE CENTRAL OPERATING, LLC",4309H,10605,2026-07-24,,,,,,False
0916554,383,REAGAN,BB EAST UL K 1210-30,09,102879,2026-06-17,"DE CENTRAL OPERATING, LLC",4211H,10605,2026-07-24,,,,,,False
0916553,383,REAGAN,BB EAST UL K 1210-30,09,102879,2026-06-17,"DE CENTRAL OPERATING, LLC",4411H,10605,2026-07-24,,,,,,False
0916536,383,REAGAN,BB WEST A 1210-1209,09,102879,2026-06-17,"DE CENTRAL OPERATING, LLC",4301H,10605,2026-07-24,,,,,,False
0916544,383,REAGAN,BB WEST C 1210-1209,09,102879,2026-06-17,"DE CENTRAL OPERATING, LLC",4203H,10605,2026-07-24,,,,,,False
0916540,383,REAGAN,BB WEST C 1210-1209,09,102879,2026-06-17,"DE CENTRAL OPERATING, LLC",4403H,10605,2026-07-24,,,,,,False
0916547,383,REAGAN,BB WEST UL E 1210-30,09,102879,2026-06-17,"DE CENTRAL OPERATING, LLC",4305H,10605,2026-07-24,,,,,,False
0916550,383,REAGAN,BB WEST UL G 1210-30,09,102879,2026-06-17,"DE CENTRAL OPERATING, LLC",4207H,10605,2026-07-24,,,,,,False
0916549,383,REAGAN,BB WEST UL G 1210-30,09,102879,2026-06-17,"DE CENTRAL OPERATING, LLC",4407H,10605,2026-07-24,,,,,,False
0915904,383,REAGAN,ALDWELL 2G,09,665748,2026-05-26,"PIONEER NATURAL RES. USA, INC.",307H,10517,2026-07-23,,,,,,False
0916103,383,REAGAN,ALDWELL 2I,09,665748,2026-06-01,"PIONEER NATURAL RES. USA, INC.",309H,10517,2026-07-23,,,,,,False
0916105,383,REAGAN,ALDWELL 2K,09,665748,2026-06-01,"PIONEER NATURAL RES. USA, INC.",311H,10517,2026-07-23,,,,,,False
0916106,383,REAGAN,ALDWELL 2L,09,665748,2026-06-01,"PIONEER NATURAL RES. USA, INC.",312H,10517,2026-07-23,,,,,,False
0916107,383,REAGAN,ALDWELL 2M,09,665748,2026-06-01,"PIONEER NATURAL RES. USA, INC.",313H,10517,2026-07-23,,,,,,False
0916108,383,REAGAN,ALDWELL 2N,09,665748,2026-06-01,"PIONEER NATURAL RES. USA, INC.",314H,10517,2026-07-23,,,,,,False
0916710,389,REEVES,LONGFELLOW 3-13-22 A,10,872117,2026-06-24,TRP OPERATING LLC,101H,12500,2026-07-23,,,,,,True
0916712,389,REEVES,LONGFELLOW 3-13-22 B,10,872117,2026-06-24,TRP OPERATING LLC,201H,12500,2026-07-23,,,,,,True
0916713,389,REEVES,LONGFELLOW 3-13-22 C,10,872117,2026-06-24,TRP OPERATING LLC,102H,12500,2026-07-23,,,,,,True
0916714,389,REEVES,LONGFELLOW 3-13-22 D,10,872117,2026-06-24,TRP OPERATING LLC,202H,12500,2026-07-23,,,,,,True
0917276,401,RUSK,PAT GRATTON B,06,102367,2026-07-17,BUCKHORN OPERATING LLC,2H,10500,2026-07-23,,,,,,True
0917043,401,RUSK,COLEMAN A OU,06,103925,2026-07-08,SABINE ENERGY INC.,1H,8600,2026-07-23,,,,,,False
0917183,419,SHELBY,CREST-LOWERY 3 ALLOC A,06,781863,2026-07-13,SILVER HILL ENERGY OPERATING LLC,3H,13000,2026-07-23,,,,,,False
0917185,419,SHELBY,CREST-LOWERY 3 ALLOC B,06,781863,2026-07-13,SILVER HILL ENERGY OPERATING LLC,5H,13000,2026-07-23,,,,,,False
0917161,457,TYLER,BP SITTIN ON GO,03,206081,2026-07-10,DAVIS SOUTHERN OPERATING CO LLC,2,6400,2026-07-24,,,,,,False
0915374,475,WARD,KOEHN,10,315075,2026-05-04,"GOODNIGHT MIDSTREAM PERMIAN, LLC",8,4200,2026-07-23,,,,,,False
0917353,479,WEBB,STATE OF TEXAS RAFTER O UNIT B,04,460054,2026-07-21,"KILLAM OIL CO., LTD.",8H,13250,2026-07-23,,,,,,False
0917333,487,WILBARGER,CONDON,13,108799,2026-07-21,"BURK ROYALTY CO., LTD.",9,8900,2026-07-24,,,,,,False
0917334,487,WILBARGER,CONDON,13,108799,2026-07-21,"BURK ROYALTY CO., LTD.",10,8900,2026-07-24,,,,,,False
0917342,501,YOAKUM,BENNETT RANCH UNIT,11,617544,2026-07-21,OCCIDENTAL PERMIAN LTD.,3404R,5700,2026-07-24,,,,,,False
0917255,503,YOUNG,SECTION 606 'A',13,711100,2026-07-16,RIDGE OIL COMPANY,15,4580,2026-07-24,,,,,,True
