Permit_Number,CountyCode,County,Lease_Name,District,Operator_Number,Received_Date,Operator_Name,Well_Number,Total_Depth,Issue_Date,Spud_Date,Surface_Lat,Surface_Lon,BHL_Lat,BHL_Lon,first_seen
0918201,033,BORDEN,VERDEL 42-54 B UNIT,11,385826,2026-08-26,"HIGHPEAK ENERGY HOLDINGS, LLC",A 5H,7500,2026-08-28,,,,,,False
0918105,067,CASS,WARE,06,727892,2026-08-24,"ROSE CITY RESOURCES, LLC",1H,13000,2026-08-28,,,,,,False
0918076,135,ECTOR,OPTIMUS PRIME EAST,10,033149,2026-08-21,ARRINGTON OIL&GAS OPERATING LLC,H140SS,8800,2026-08-28,,,,,,False
0918075,135,ECTOR,OPTIMUS PRIME EAST,10,033149,2026-08-21,ARRINGTON OIL&GAS OPERATING LLC,H140WA,9600,2026-08-28,,,,,,False
0918116,135,ECTOR,JAKE P E,10,101413,2026-08-24,FIREBIRD ENERGY II LLC,901H,12200,2026-08-28,,,,,,False
0918117,135,ECTOR,JAKE P F,10,101413,2026-08-24,FIREBIRD ENERGY II LLC,902H,12200,2026-08-28,,,,,,False
0917529,203,HARRISON,BONNER NORTH A CV (AW),06,103925,2026-07-30,SABINE ENERGY INC.,1H,12000,2026-08-28,,,,,,False
0917097,329,MIDLAND,RIVERCREST 2-11 B,10,217012,2026-07-09,DIAMONDBACK E&P LLC,1WB,12500,2026-08-28,,,,,,False
0918120,389,REEVES,ARCHER 56-T2-5,10,085408,2026-08-24,BPX OPERATING COMPANY,W114HU,12418,2026-08-28,,,,,,False
0918110,389,REEVES,VIPERFISH UNIT A,10,660886,2026-08-24,PETROPLEX ENERGY INC.,1WA,10300,2026-08-28,,,,,,True
0918111,389,REEVES,VIPERFISH UNIT A,10,660886,2026-08-24,PETROPLEX ENERGY INC.,3BS,10100,2026-08-28,,,,,,True
0918112,389,REEVES,VIPERFISH UNIT B,10,660886,2026-08-24,PETROPLEX ENERGY INC.,2WB,10700,2026-08-28,,,,,,True
0914498,389,REEVES,W STATE E,10,875462,2026-03-30,U.S. ENERGY DEVELOPMENT CORP,5SH,11000,2026-08-28,,,,,,False
0914500,389,REEVES,W STATE H,10,875462,2026-03-30,U.S. ENERGY DEVELOPMENT CORP,8SU,11000,2026-08-28,,,,,,False
0918074,395,ROBERTSON,KADAV,05,120648,2026-08-21,"CML EXPLORATION, LLC",2H,7500,2026-08-28,,,,,,False
0917138,461,UPTON,CONNELL 3847 J,09,027200,2026-07-09,APACHE CORPORATION,12JM,8500,2026-08-28,,,,,,False
0918016,479,WEBB,PUIG NEEL G (AC),04,460054,2026-08-19,"KILLAM OIL CO., LTD.",7H,12500,2026-08-28,,,,,,False
0918100,493,WILSON,H. MOCZYGEMBA A,01,899023,2026-08-24,"WARWICK-ARTEMIS, LLC",5H,8900,2026-08-28,,,,,,False
0918101,493,WILSON,H. MOCZYGEMBA A,01,899023,2026-08-24,"WARWICK-ARTEMIS, LLC",6H,8900,2026-08-28,,,,,,False
