Permit_Number,CountyCode,County,Lease_Name,District,Operator_Number,Received_Date,Operator_Name,Well_Number,Total_Depth,Issue_Date,Spud_Date,Surface_Lat,Surface_Lon,BHL_Lat,BHL_Lon,first_seen
0917059,003,ANDREWS,UL CHATFIELD 36G,10,628658,2026-07-08,OVINTIV USA INC.,104HF,10500,2026-08-19,,32.4357861,-102.2949667,32.4757833,-102.3082556,False
0917076,003,ANDREWS,UL CHATFIELD 36X,10,628658,2026-07-08,OVINTIV USA INC.,105HD,10500,2026-08-19,,32.4358222,-102.2948111,32.4761472,-102.3066583,False
0917068,003,ANDREWS,UL CHATFIELD 36X,10,628658,2026-07-08,OVINTIV USA INC.,106HF,10500,2026-08-19,,32.4358389,-102.2947333,32.4762639,-102.3061583,False
0917898,003,ANDREWS,UNIVERSITY 6-16A,10,665748,2026-08-14,"PIONEER NATURAL RES. USA, INC.",1H,11223,2026-08-19,,32.4978864,-102.2192929,32.5236749,-102.2303249,False
0917899,003,ANDREWS,UNIVERSITY 6-16B,10,665748,2026-08-14,"PIONEER NATURAL RES. USA, INC.",2H,11223,2026-08-19,,32.4979008,-102.2192303,32.5238109,-102.2297204,False
0917901,003,ANDREWS,UNIVERSITY 6-16C,10,665748,2026-08-14,"PIONEER NATURAL RES. USA, INC.",3H,11223,2026-08-19,,32.4979154,-102.219168,32.5239965,-102.2289158,False
0917905,003,ANDREWS,UNIVERSITY 6-16D,10,665748,2026-08-14,"PIONEER NATURAL RES. USA, INC.",4H,11223,2026-08-19,,32.4979298,-102.2191054,32.5243222,-102.2274908,False
0917906,003,ANDREWS,UNIVERSITY 6-16E,10,665748,2026-08-14,"PIONEER NATURAL RES. USA, INC.",5H,11223,2026-08-19,,32.4979441,-102.2190424,32.5244421,-102.2269648,False
0917907,003,ANDREWS,UNIVERSITY 6-16F,10,665748,2026-08-14,"PIONEER NATURAL RES. USA, INC.",6H,11223,2026-08-19,,32.4979585,-102.2189801,32.5246446,-102.2260787,False
0917908,003,ANDREWS,UNIVERSITY 6-16G,10,665748,2026-08-14,"PIONEER NATURAL RES. USA, INC.",7H,11223,2026-08-19,,32.4979704,-102.2189174,32.5249693,-102.2246566,False
0917909,003,ANDREWS,UNIVERSITY 6-16H,10,665748,2026-08-14,"PIONEER NATURAL RES. USA, INC.",8H,11223,2026-08-19,,32.4979875,-102.2188549,32.5250714,-102.2242091,False
0917886,109,CULBERSON,STATE MAGE 21-4 A,10,103285,2026-08-13,COTERRA ENERGY OPERATING CO.,9H,11000,2026-08-19,,,,,,False
0917889,109,CULBERSON,STATE MAGE 21-4 B,10,103285,2026-08-13,COTERRA ENERGY OPERATING CO.,10H,11000,2026-08-19,,,,,,False
0917897,135,ECTOR,"CONNELL, W.E. -A-",10,206081,2026-08-14,DAVIS SOUTHERN OPERATING CO LLC,5E,8945,2026-08-19,,,,,,False
0917910,135,ECTOR,"CONNELL, W.E. -A-",10,206081,2026-08-14,DAVIS SOUTHERN OPERATING CO LLC,6E,8914,2026-08-19,,,,,,False
0917758,135,ECTOR,JAKE P C,10,101413,2026-08-10,FIREBIRD ENERGY II LLC,803H,12000,2026-08-19,,,,,,False
0917759,135,ECTOR,JAKE P D,10,101413,2026-08-10,FIREBIRD ENERGY II LLC,804H,12000,2026-08-19,,,,,,False
0917936,163,FRIO,FLAVIA-UNIT,01,276959,2026-08-17,FORMENTERA OPERATIONS LLC,N731H,10500,2026-08-19,,,,,,False
0917937,163,FRIO,NERO-UNIT,01,276959,2026-08-17,FORMENTERA OPERATIONS LLC,S731H,10500,2026-08-19,,,,,,False
0917939,163,FRIO,NEXT IN LINE-UNIT,01,276959,2026-08-17,FORMENTERA OPERATIONS LLC,N731H,10000,2026-08-19,,,,,,False
0917940,163,FRIO,NEXT IN LINE-UNIT,01,276959,2026-08-17,FORMENTERA OPERATIONS LLC,N734H,10500,2026-08-19,,,,,,False
0917943,165,GAINES,WEST SEMINOLE SA UNIT,11,630591,2026-08-17,OXY USA INC.,605R,6000,2026-08-19,,,,,,False
0917944,165,GAINES,WEST SEMINOLE SA UNIT,11,630591,2026-08-17,OXY USA INC.,605R,6000,2026-08-19,,,,,,False
0917896,173,GLASSCOCK,JBL,10,869713,2026-08-14,"TRILOGY OPERATING, INC.",1R,11000,2026-08-19,,,,,,True
0917287,237,JACK,"STEWART, ORNEE",13,082999,2026-07-17,BORDERLINE OPERATING CORP.,2,5757,2026-08-19,,,,,,False
0917916,329,MIDLAND,TEXAS TEN 48-6 A,10,217012,2026-08-17,DIAMONDBACK E&P LLC,1BN,13000,2026-08-19,,,,,,False
0917917,329,MIDLAND,TEXAS TEN 48-6 B,10,217012,2026-08-17,DIAMONDBACK E&P LLC,2BN,13000,2026-08-19,,,,,,False
0917918,329,MIDLAND,TEXAS TEN 48-6 C,10,217012,2026-08-17,DIAMONDBACK E&P LLC,3BN,13000,2026-08-19,,,,,,False
0917919,329,MIDLAND,TEXAS TEN 48-6 D,10,217012,2026-08-17,DIAMONDBACK E&P LLC,4BN,13000,2026-08-19,,,,,,False
0917890,329,MIDLAND,ECHO SWD,10,628566,2026-08-13,"OVERFLOW ENERGY PERMIAN, LLC",2,8600,2026-08-19,,,,,,True
0917365,329,MIDLAND,SPOONBILL-DONOVAN 10O,10,665748,2026-07-22,"PIONEER NATURAL RES. USA, INC.",15H,10379,2026-08-19,,,,,,False
0917368,329,MIDLAND,SPOONBILL-DONOVAN 10P,10,665748,2026-07-22,"PIONEER NATURAL RES. USA, INC.",16H,10379,2026-08-19,,,,,,False
0917893,371,PECOS,YATES FIELD UNIT,10,463316,2026-08-14,KINDER MORGAN PRODUCTION CO LLC,98B08,1999,2026-08-19,,,,,,False
0917820,415,SCURRY,FULLER,11,617544,2026-08-11,OCCIDENTAL PERMIAN LTD.,6046,7163,2026-08-19,,,,,,False
0917900,479,WEBB,NEEDMORE,04,103593,2026-08-14,"CATURUS ENERGY, LLC",25H,17500,2026-08-19,,,,,,False
