Permit_Number,CountyCode,County,Lease_Name,District,Operator_Number,Received_Date,Operator_Name,Well_Number,Total_Depth,Issue_Date,Spud_Date,Surface_Lat,Surface_Lon,BHL_Lat,BHL_Lon
0915291,013,ATASCOSA,MAUCH-WRIGHT HENKE SA2,01,525398,2026-07-08,MARATHON OIL EF LLC,2H,17500,2026-05-04,,28.7625685,-98.170562,28.7371349,-98.1483888
0904246,109,CULBERSON,FOOLISH PLEASURE 43 SWD,10,103285,2026-08-19,COTERRA ENERGY OPERATING CO.,8,6000,2024-11-25,,,,,
0903063,109,CULBERSON,RICH STRIKE 21-28 K,10,103285,2026-08-18,COTERRA ENERGY OPERATING CO.,13H,11195,2024-10-09,2025-01-10,,,,
0903065,109,CULBERSON,RICH STRIKE 21-28 L,10,103285,2026-08-18,COTERRA ENERGY OPERATING CO.,14H,11195,2024-10-09,2025-01-05,,,,
0903066,109,CULBERSON,RICH STRIKE 21-28 M,10,103285,2026-08-18,COTERRA ENERGY OPERATING CO.,15H,11195,2024-10-09,2024-12-02,,,,
0903067,109,CULBERSON,RICH STRIKE 21-28 N,10,103285,2026-08-18,COTERRA ENERGY OPERATING CO.,16H,11195,2024-10-09,2024-11-27,,,,
0911923,109,CULBERSON,STATE KINGMAN UNIT,10,103285,2026-08-19,COTERRA ENERGY OPERATING CO.,5H,12000,2025-11-24,2026-01-30,,,,
0911924,109,CULBERSON,STATE KINGMAN UNIT,10,103285,2026-08-19,COTERRA ENERGY OPERATING CO.,6H,12000,2025-11-24,,,,,
0911925,109,CULBERSON,STATE KINGMAN UNIT,10,103285,2026-08-19,COTERRA ENERGY OPERATING CO.,7H,12000,2025-11-25,2026-02-09,,,,
0911926,109,CULBERSON,STATE KINGMAN UNIT,10,103285,2026-08-19,COTERRA ENERGY OPERATING CO.,8H,12000,2025-11-25,2026-02-03,,,,
0911599,109,CULBERSON,STATE SECRETARIAT UNIT,10,103285,2026-08-19,COTERRA ENERGY OPERATING CO.,1H,11000,2025-11-06,,,,,
0911603,109,CULBERSON,STATE SECRETARIAT UNIT,10,103285,2026-08-19,COTERRA ENERGY OPERATING CO.,2H,11000,2025-11-06,2025-11-27,,,,
0911606,109,CULBERSON,STATE SECRETARIAT UNIT,10,103285,2026-08-19,COTERRA ENERGY OPERATING CO.,3H,11000,2025-11-06,2025-12-06,,,,
0911609,109,CULBERSON,STATE SECRETARIAT UNIT,10,103285,2026-08-19,COTERRA ENERGY OPERATING CO.,4H,11000,2025-11-06,2025-11-30,,,,
0911610,109,CULBERSON,STATE SECRETARIAT UNIT,10,103285,2026-08-19,COTERRA ENERGY OPERATING CO.,5H,11000,2025-11-06,2025-12-04,,,,
0911611,109,CULBERSON,STATE SECRETARIAT UNIT,10,103285,2026-08-19,COTERRA ENERGY OPERATING CO.,6H,11000,2025-11-06,2025-12-01,,,,
0911612,109,CULBERSON,STATE SECRETARIAT UNIT,10,103285,2026-08-19,COTERRA ENERGY OPERATING CO.,7H,11000,2025-11-06,2025-12-02,,,,
0910307,109,CULBERSON,STATE WINNING COLORS 28-33,10,103285,2026-08-19,COTERRA ENERGY OPERATING CO.,1H,9000,2025-09-11,2025-10-17,,,,
0910326,109,CULBERSON,STATE WINNING COLORS 28-33,10,103285,2026-08-19,COTERRA ENERGY OPERATING CO.,2H,9000,2025-09-11,2025-10-18,,,,
0910309,109,CULBERSON,STATE WINNING COLORS 28-33,10,103285,2026-08-19,COTERRA ENERGY OPERATING CO.,3H,9000,2025-09-11,2025-10-19,,,,
0910311,109,CULBERSON,STATE WINNING COLORS 28-33,10,103285,2026-08-19,COTERRA ENERGY OPERATING CO.,4H,9000,2025-09-11,,,,,
0910312,109,CULBERSON,STATE WINNING COLORS 28-33,10,103285,2026-08-19,COTERRA ENERGY OPERATING CO.,5H,9000,2025-09-11,2025-10-23,,,,
0910314,109,CULBERSON,STATE WINNING COLORS 28-33,10,103285,2026-08-19,COTERRA ENERGY OPERATING CO.,6H,9000,2025-09-11,,,,,
0910315,109,CULBERSON,STATE WINNING COLORS 28-33,10,103285,2026-08-19,COTERRA ENERGY OPERATING CO.,7H,9000,2025-09-11,2025-10-23,,,,
0910317,109,CULBERSON,STATE WINNING COLORS 28-33,10,103285,2026-08-19,COTERRA ENERGY OPERATING CO.,8H,9000,2025-09-11,2025-10-16,,,,
0910318,109,CULBERSON,STATE WINNING COLORS 28-33,10,103285,2026-08-19,COTERRA ENERGY OPERATING CO.,9H,9000,2025-09-11,2025-10-12,,,,
0916617,301,LOVING,CROSS MOUNTAIN 4045-28 WEST,10,942623,2026-08-13,"WPX ENERGY PERMIAN, LLC",311H,14000,2026-06-30,,,,,
0916629,301,LOVING,CROSS MOUNTAIN 4045-28 WEST,10,942623,2026-08-13,"WPX ENERGY PERMIAN, LLC",312H,14000,2026-06-30,,,,,
