Permit_Number,CountyCode,County,Lease_Name,District,Operator_Number,Received_Date,Operator_Name,Well_Number,Total_Depth,Issue_Date,Spud_Date,Surface_Lat,Surface_Lon,BHL_Lat,BHL_Lon,first_seen
0916248,001,ANDERSON,THOMPSON,06,872178,2026-06-04,"TSAR ENERGY, LLC",3,710,2026-08-04,,31.6538054,-95.4971106,31.6538054,-95.4971106,True
0917198,003,ANDREWS,MABEE DDA A55,10,166150,2026-07-13,COG OPERATING LLC,1012MH,12000,2026-08-04,,32.288212,-102.279399,32.2578969,-102.2705958,False
0917203,003,ANDREWS,MABEE DDA A68,10,166150,2026-07-13,COG OPERATING LLC,1012LH,12000,2026-08-04,,32.288193,-102.279459,32.25789,-102.2706272,False
0917467,003,ANDREWS,UNIMAK C,10,166150,2026-07-28,COG OPERATING LLC,3710LH,10800,2026-08-04,,32.4099694,-102.4025639,32.3807604,-102.3965617,False
0917442,003,ANDREWS,UL CHATFIELD 36B,10,628658,2026-07-27,OVINTIV USA INC.,107HF,10500,2026-08-04,,32.4361306,-102.2905556,32.4630167,-102.2983528,False
0917441,003,ANDREWS,UL CHATFIELD 36B,10,628658,2026-07-27,OVINTIV USA INC.,108HD,10500,2026-08-04,,32.4361639,-102.2903972,32.4630833,-102.2980583,False
0917443,003,ANDREWS,UL CHATFIELD 36C,10,628658,2026-07-27,OVINTIV USA INC.,109HF,10500,2026-08-04,,32.4362,-102.2902417,32.4635806,-102.2958889,False
0917445,003,ANDREWS,UL CHATFIELD 36D,10,628658,2026-07-27,OVINTIV USA INC.,110HD,10500,2026-08-04,,32.4362361,-102.2900861,32.4640306,-102.2939278,False
0917444,003,ANDREWS,UL CHATFIELD 36D,10,628658,2026-07-27,OVINTIV USA INC.,111HF,10500,2026-08-04,,32.4362722,-102.2899278,32.4641444,-102.293425,False
0917515,009,ARCHER,ANDREWS 'A',13,082999,2026-07-29,BORDERLINE OPERATING CORP.,14,5500,2026-08-03,,33.430943,-98.618157,33.430943,-98.618157,True
0917519,009,ARCHER,ANDREWS LONGLEY,13,433133,2026-07-29,"JMH PRODUCTION, LLC",5,5200,2026-08-03,,33.4397297,-98.6078381,33.4397297,-98.6078381,True
0916011,009,ARCHER,HF SINCLAIR,13,104379,2026-05-28,"WBI ENERGY MIDSTREAM, LLC",T012MP,350,2026-08-05,,33.745617,-98.669306,33.745617,-98.669306,True
0916015,009,ARCHER,HF SINCLAIR,13,104379,2026-05-28,"WBI ENERGY MIDSTREAM, LLC",T013MP,350,2026-08-03,,33.529136,-98.887453,33.529136,-98.887453,True
0917177,013,ATASCOSA,GROUSE AW,01,100797,2026-07-12,"TRAILBLAZER ENERGY RESOURCES,LLC",9H,9200,2026-08-04,,28.9177611,-98.2921,28.8965111,-98.2718139,False
0916017,023,BAYLOR,HF SINCLAIR,13,104379,2026-05-28,"WBI ENERGY MIDSTREAM, LLC",T006MP,350,2026-08-05,,33.455783,-98.973603,33.455783,-98.973603,True
0917300,033,BORDEN,GRIFFIN-JBT 67-53 B UNIT,11,385826,2026-07-19,"HIGHPEAK ENERGY HOLDINGS, LLC",L 7H,7500,2026-08-03,,32.6009515,-101.2402657,32.5560548,-101.2426428,False
0917523,039,BRAZORIA,PERRY,03,149421,2026-07-29,"CHISOS, LTD.",1,4000,2026-08-04,,29.2834599,-95.7620417,29.2834599,-95.7620417,True
0917545,039,BRAZORIA,BLACKSTONE 369,03,153471,2026-07-30,"CIMARRON ENGINEERING, LLC",1,5500,2026-08-05,,29.219922,-95.1183579,29.2146447,-95.1187637,False
0917557,077,CLAY,BELLEVUE UNIT,13,101237,2026-07-31,QUAIL RIDGE OPERATING LLC,304,6100,2026-08-05,,33.606261,-97.990546,33.606261,-97.990546,True
0917556,103,CRANE,UL SKI CABIN 22303 I 28-21,10,041867,2026-07-31,"BTA OIL PRODUCERS, LLC",13H,10400,2026-08-04,,31.4771654,-102.3659155,31.5077334,-102.3724896,True
0917594,103,CRANE,UL SKI CABIN 22303 J 28-21,10,041867,2026-08-03,"BTA OIL PRODUCERS, LLC",14H,10400,2026-08-04,,31.4770859,-102.365889,31.5067654,-102.3765718,True
