Permit_Number,CountyCode,County,Lease_Name,District,Operator_Number,Received_Date,Operator_Name,Well_Number,Total_Depth,Issue_Date,Spud_Date,Surface_Lat,Surface_Lon,BHL_Lat,BHL_Lon
0905159,109,CULBERSON,NEEDLES 39 UNIT,10,103285,2026-08-06,COTERRA ENERGY OPERATING CO.,14H,11000,2025-01-16,2025-01-28,31.8956141,-104.1493277,31.9239833,-104.1510366
0905163,109,CULBERSON,NEEDLES 39 UNIT,10,103285,2026-08-06,COTERRA ENERGY OPERATING CO.,16H,11000,2025-01-16,2025-01-24,31.8956131,-104.1491347,31.9239733,-104.1466828
0904512,109,CULBERSON,VAGRANT 38 FEE UNIT,10,103285,2026-08-10,COTERRA ENERGY OPERATING CO.,12H,12000,2024-12-10,2024-12-26,31.894631,-104.1353794,31.9239632,-104.142311
0904513,109,CULBERSON,VAGRANT 38 FEE UNIT,10,103285,2026-08-10,COTERRA ENERGY OPERATING CO.,13H,12000,2024-12-10,2024-12-29,31.894631,-104.1352504,31.9239532,-104.1379922
0904514,109,CULBERSON,VAGRANT 38 FEE UNIT,10,103285,2026-08-10,COTERRA ENERGY OPERATING CO.,14H,12000,2024-12-10,2024-12-28,31.894631,-104.1351854,31.9239431,-104.1336214
0904515,109,CULBERSON,VAGRANT 38 FEE UNIT,10,103285,2026-08-10,COTERRA ENERGY OPERATING CO.,15H,12000,2024-12-10,2024-12-26,31.89463,-104.1351214,31.9239321,-104.1293036
0908649,127,DIMMIT,TROMMELFEUER UNIT,01,884566,2026-04-20,VERDUN OIL & GAS LLC,1H,6662,2025-06-17,2025-06-23,28.4670011,-99.7684194,28.4438316,-99.7506588
0899208,177,GONZALES,BARNHART (EF),01,525398,2026-08-03,MARATHON OIL EF LLC,98H,22000,2024-04-25,2024-07-17,29.2798972,-97.5127472,29.2678876,-97.496091
0909974,297,LIVE OAK,USA LARK,02,781863,2026-07-07,SILVER HILL ENERGY OPERATING LLC,2DH,11800,2025-08-22,2025-12-12,28.5284899,-98.3247061,28.5522338,-98.325706
0915978,329,MIDLAND,BOB,10,027200,2026-08-05,APACHE CORPORATION,2HM,12000,2026-06-25,,31.785017,-102.215196,31.7726164,-102.210079
0906090,389,REEVES,TELLURIDE STATE 29-32 UNIT H,10,103285,2026-08-06,COTERRA ENERGY OPERATING CO.,8H,11000,2025-02-24,2025-10-16,31.7967413,-103.9876736,31.8246993,-103.9919757
0906096,389,REEVES,TELLURIDE STATE 29-32 UNIT I,10,103285,2026-08-06,COTERRA ENERGY OPERATING CO.,9H,11000,2025-02-24,2025-10-17,31.7967413,-103.9875446,31.8247222,-103.9870472
0906098,389,REEVES,TELLURIDE STATE 29-32 UNIT J,10,103285,2026-08-06,COTERRA ENERGY OPERATING CO.,10H,11000,2025-02-24,2025-09-16,31.7966392,-103.9805459,31.8247503,-103.9819861
0909171,389,REEVES,MIKE JONES,10,331448,2026-06-15,"GREENLAKE ENERGY OPERATING, LLC",4102H,10700,2025-07-15,2025-08-28,31.0963442,-103.4361325,31.1120586,-103.4236302
0914030,461,UPTON,CC 4243 E,09,027200,2026-07-29,APACHE CORPORATION,10HU,12000,2026-03-26,2026-04-13,,,,
0914037,461,UPTON,CC 4243 F,09,027200,2026-07-29,APACHE CORPORATION,9HS,12000,2026-03-27,2026-04-14,,,,
