Permit_Number,CountyCode,County,Lease_Name,District,Operator_Number,Received_Date,Operator_Name,Well_Number,Total_Depth,Issue_Date,Spud_Date,Surface_Lat,Surface_Lon,BHL_Lat,BHL_Lon,first_seen
0917595,103,CRANE,VERNON A,10,788997,2026-08-03,SM ENERGY COMPANY,0991WF,10400,2026-08-06,,31.5800273,-102.381023,31.552676,-102.375517,False
0917597,103,CRANE,VERNON C,10,788997,2026-08-03,SM ENERGY COMPANY,0993WF,10400,2026-08-06,,31.5800655,-102.3808664,31.554152,-102.369299,False
0917578,121,DENTON,"HARDEMAN, DOROTHY JEAN 11 (AW)",13,072504,2026-08-01,"BKV BARNETT, LLC",11H,8500,2026-08-06,,33.0637225,-97.2989938,33.092804,-97.312095,False
0917604,135,ECTOR,OPTIMUS PRIME EAST,10,033149,2026-08-03,ARRINGTON OIL&GAS OPERATING LLC,H130WB,10000,2026-08-06,,31.8258167,-102.3376611,31.8741139,-102.3525083,False
0917627,165,GAINES,SEMINOLE SAN ANDRES UNIT,11,630591,2026-08-04,OXY USA INC.,3502,6000,2026-08-06,,32.7567739,-102.6846579,32.7567739,-102.6846579,False
0909856,207,HASKELL,BS-10,08,100776,2025-08-14,PLAINS PIPELINE MIDCON LLC,01,350,2026-08-06,,33.1714867,-99.7824889,33.1714867,-99.7824889,True
0917612,223,HOPKINS,PICKTON PROJECT UNIT,05,103775,2026-08-03,PICKTON GAS STORAGE LLC,1H,8200,2026-08-06,,32.988758,-95.359101,32.986308,-95.348062,True
0917614,223,HOPKINS,PICKTON PROJECT UNIT,05,103775,2026-08-03,PICKTON GAS STORAGE LLC,2H,8200,2026-08-06,,32.988764,-95.359296,32.993612,-95.369156,True
0917432,227,HOWARD,WILLIE SCOTT B,10,788997,2026-07-24,SM ENERGY COMPANY,0825LS,7500,2026-08-06,,32.1928055,-101.4390683,32.2311932,-101.4496292,False
0917430,227,HOWARD,WILLIE SCOTT B,10,788997,2026-07-24,SM ENERGY COMPANY,0848WA,8000,2026-08-06,,32.1927924,-101.4391324,32.2345131,-101.4481742,False
0917650,301,LOVING,AERMOTOR SWD,10,900327,2026-08-04,WATERBRIDGE STATELINE LLC,6,9000,2026-08-06,,31.8751265,-103.4074551,31.8751265,-103.4074551,False
0917581,329,MIDLAND,TXL L,10,173777,2026-08-03,"CONTINENTAL RESOURCES, INC.",2302WB,9889,2026-08-06,,31.782936,-102.22319,31.7703589,-102.219272,False
0917609,353,NOLAN,"HANKS, BILLIE 'C'",08,315260,2026-08-03,"GOODROCK NATURAL RESOURCES, LLC",1,7200,2026-08-06,,32.1727166,-100.2751354,32.1727166,-100.2751354,True
0917623,383,REAGAN,GOLDENROD 13,09,101411,2026-08-04,"DE IV FLOW, LLC",1D,6000,2026-08-06,,31.4068786,-101.7376168,31.4068786,-101.7376168,True
0917534,393,ROBERTS,COURSON RANCH 133B,14,829221,2026-07-30,SUMMIT PETROLEUM LLC,2133H,6900,2026-08-06,,36.0313833,-100.8622167,36.0120222,-100.8739861,False
0917607,399,RUNNELS,RICHARD,09,140599,2026-08-03,CEDAR OIL COMPANY,1,4512,2026-08-06,,31.9727084,-100.0514198,31.9727084,-100.0514198,True
0917500,423,SMITH,ALLRED 1,06,263648,2026-07-29,"FAULCONER ENERGY, LLC",1,12000,2026-08-06,,32.2057864,-95.1083358,32.2057864,-95.1083358,False
0917479,439,TARRANT,DIDO B 2 (AW),05,100345,2026-07-28,"BKV NORTH TEXAS, LLC",2H,8500,2026-08-06,,32.9417561,-97.4859557,,,False
0917448,441,TAYLOR,KISSELL UNIT,08,479574,2026-07-27,L.C.S. PRODUCTION COMPANY,21,4999,2026-08-06,,32.1630123,-100.0900286,32.1605689,-100.0896427,False
0917639,445,TERRY,SUNTURA (LOWER CLEAR FORK) UNIT,11,054430,2026-08-04,"BASIN OIL & GAS OPERATING, LLC",704,8400,2026-08-06,,,,,,False
0917026,461,UPTON,LATZEL 3946 A,09,027200,2026-07-07,APACHE CORPORATION,7HA,10000,2026-08-06,,,,,,False
0917501,461,UPTON,O'HARROW,09,102221,2026-07-29,PETX OPERATING LLC,1T,11790,2026-08-06,,,,,,True
0917588,479,WEBB,GALVAN RANCH,04,103593,2026-08-03,"CATURUS ENERGY, LLC",B950H,17500,2026-08-06,,,,,,False
0917592,479,WEBB,GALVAN RANCH,04,103593,2026-08-03,"CATURUS ENERGY, LLC",B952H,17500,2026-08-06,,,,,,False
0917593,479,WEBB,GALVAN RANCH,04,103593,2026-08-03,"CATURUS ENERGY, LLC",B954H,17500,2026-08-06,,,,,,False
0917651,479,WEBB,GATES 07-DR,04,499978,2026-08-05,"LEWIS PETRO PROPERTIES, INC.",1020H,9000,2026-08-06,,,,,,False
0917652,479,WEBB,GATES 07-DR,04,499978,2026-08-05,"LEWIS PETRO PROPERTIES, INC.",1021H,9000,2026-08-06,,,,,,False
