Permit_Number,CountyCode,County,Lease_Name,District,Operator_Number,Received_Date,Operator_Name,Well_Number,Total_Depth,Issue_Date,Spud_Date,Surface_Lat,Surface_Lon,BHL_Lat,BHL_Lon,first_seen
0917436,003,ANDREWS,UNIMAK A,10,166150,2026-07-27,COG OPERATING LLC,3707LH,10800,2026-07-30,,32.4098639,-102.4025306,32.3817083,-102.3924361,False
0917438,135,ECTOR,SHERIFF 11-14 C,10,217012,2026-07-27,DIAMONDBACK E&P LLC,3BN,13000,2026-07-30,,31.7870358,-102.3246385,31.7621211,-102.3163008,False
0917439,135,ECTOR,SHERIFF 11-14 D,10,217012,2026-07-27,DIAMONDBACK E&P LLC,4BN,13000,2026-07-30,,31.7869696,-102.3246174,31.7630338,-102.3121902,False
0916818,329,MIDLAND,RIVERCREST 47-11 A,10,217012,2026-06-30,DIAMONDBACK E&P LLC,3WD,12500,2026-07-30,,,,,,False
0916823,329,MIDLAND,RIVERCREST 47-11 F,10,217012,2026-06-30,DIAMONDBACK E&P LLC,4WD,12500,2026-07-30,,,,,,False
0917303,371,PECOS,CHERRY STATE UNIT 3228A,10,173777,2026-07-20,"CONTINENTAL RESOURCES, INC.",06H,11356,2026-07-30,,,,,,False
0917304,371,PECOS,CHERRY STATE UNIT 3228B,10,173777,2026-07-20,"CONTINENTAL RESOURCES, INC.",07H,11356,2026-07-30,,,,,,False
0917305,371,PECOS,CHERRY STATE UNIT 3228C,10,173777,2026-07-20,"CONTINENTAL RESOURCES, INC.",08H,11356,2026-07-30,,,,,,False
0917306,371,PECOS,CHERRY STATE UNIT 3228D,10,173777,2026-07-20,"CONTINENTAL RESOURCES, INC.",09H,11356,2026-07-30,,,,,,False
0917307,371,PECOS,CHERRY STATE UNIT 3228E,10,173777,2026-07-20,"CONTINENTAL RESOURCES, INC.",10H,11356,2026-07-30,,,,,,False
0917308,371,PECOS,CHERRY STATE UNIT 3228F,10,173777,2026-07-20,"CONTINENTAL RESOURCES, INC.",11H,11356,2026-07-30,,,,,,False
0917449,389,REEVES,AMERICANO 1503A,10,173777,2026-07-27,"CONTINENTAL RESOURCES, INC.",01H,16400,2026-07-30,,,,,,False
0917431,461,UPTON,BILLY JOEL,09,100158,2026-07-24,ADMIRAL PERMIAN OPERATING LLC,1WB,10500,2026-07-30,,,,,,True
0917539,479,WEBB,LEWIS-GILPIN A,04,499978,2026-07-30,"LEWIS PETRO PROPERTIES, INC.",100HR,12000,2026-07-30,,,,,,False
0917482,495,WINKLER,"BAIRD, W. E.",10,054430,2026-07-28,"BASIN OIL & GAS OPERATING, LLC",1801,6700,2026-07-30,,,,,,False
0917474,495,WINKLER,"BAIRD, W. E.",10,054430,2026-07-28,"BASIN OIL & GAS OPERATING, LLC",1904,6700,2026-07-30,,,,,,False
0917446,501,YOAKUM,SHIPROCK 671,11,712217,2026-07-27,"RILEY PERMIAN OPERATING CO, LLC",1W,12500,2026-07-30,,,,,,False
